STA;SR25;SD15;IR25;ID220;SA224;SB0;CD75;END;
STA;SR115;SD25;IR115;ID17;SA139;SB0;CD74;END;
STA;SR95;SD26;IR95;ID73;SA160;SB0;CD73;END;
STA;SR35;SD25;IR35;ID199;SA233;SB0;CD73;END;
STA;SR15;SD25;IR15;ID221;SA235;SB0;CD74;END;
STA;SR6;SD25;IR6;ID245;SA237;SB0;CD74;END;
STA;SR26;SD25;IR26;ID224;SA231;SB0;CD75;END;
STA;SR46;SD25;IR46;ID167;SA184;SB0;CD72;END;
STA;SR66;SD25;IR66;ID97;SA150;SB0;CD74;END;
STA;SR86;SD25;IR86;ID83;SA126;SB0;CD68;END;
STA;SR106;SD16;IR106;ID79;SA111;SB0;CD75;END;
STA;SR126;SD25;IR126;ID123;SA137;SB0;CD73;END;
STA;SR146;SD25;IR146;ID182;SA174;SB0;CD74;END;
STA;SR166;SD12;IR166;ID231;SA214;SB0;CD71;END;
STA;SR174;SD25;IR174;ID229;SA217;SB0;CD74;END;
STA;SR154;SD24;IR154;ID202;SA212;SB0;CD68;END;
STA;SR134;SD25;IR134;ID152;SA192;SB0;CD72;END;
STA;SR114;SD13;IR114;ID83;SA162;SB0;CD73;END;
STA;SR94;SD25;IR94;ID78;SA168;SB0;CD73;END;
STA;SR74;SD25;IR74;ID83;SA171;SB0;CD73;END;
STA;SR54;SD25;IR54;ID134;SA187;SB0;CD73;END;
STA;SR34;SD14;IR34;ID202;SA232;SB0;CD73;END;
STA;SR14;SD25;IR14;ID225;SA235;SB0;CD73;END;
STA;SR7;SD25;IR7;ID245;SA235;SB0;CD74;END;
STA;SR27;SD20;IR27;ID217;SA234;SB0;CD74;END;
STA;SR47;SD25;IR47;ID163;SA176;SB0;CD74;END;
STA;SR67;SD25;IR67;ID95;SA151;SB0;CD72;END;
STA;SR107;SD25;IR107;ID79;SA109;SB0;CD73;END;
STA;SR127;SD25;IR127;ID132;SA139;SB0;CD67;END;
STA;SR147;SD14;IR147;ID186;SA174;SB0;CD75;END;
STA;SR167;SD25;IR167;ID225;SA219;SB0;CD73;END;
STA;SR173;SD25;IR173;ID227;SA212;SB0;CD70;END;
STA;SR153;SD25;IR153;ID199;SA212;SB0;CD73;END;
STA;SR133;SD25;IR133;ID143;SA174;SB0;CD72;END;
STA;SR113;SD111;IR113;ID117;SA182;SB0;CD73;END;
STA;SR93;SD25;IR93;ID78;SA174;SB0;CD72;END;
STA;SR73;SD13;IR73;ID143;SA196;SB0;CD74;END;
STA;SR53;SD25;IR53;ID150;SA204;SB0;CD68;END;
STA;SR33;SD27;IR33;ID206;SA233;SB0;CD73;END;
STA;SR13;SD21;IR13;ID231;SA240;SB0;CD68;END;
STA;SR8;SD25;IR8;ID241;SA235;SB0;CD73;END;
STA;SR28;SD24;IR28;ID215;SA231;SB0;CD74;END;
STA;SR48;SD25;IR48;ID160;SA173;SB0;CD68;END;
STA;SR68;SD25;IR68;ID91;SA149;SB0;CD75;END;
STA;SR88;SD25;IR88;ID82;SA119;SB0;CD74;END;
STA;SR108;SD22;IR108;ID77;SA117;SB0;CD73;END;
STA;SR128;SD25;IR128;ID130;SA141;SB0;CD74;END;
STA;SR148;SD15;IR148;ID190;SA174;SB0;CD72;END;
STA;SR168;SD25;IR168;ID224;SA235;SB0;CD72;END;
STA;SR172;SD25;IR172;ID229;SA214;SB0;CD74;END;
STA;SR152;SD13;IR152;ID198;SA211;SB0;CD73;END;
STA;SR132;SD16;IR132;ID139;SA170;SB0;CD73;END;
STA;SR112;SD25;IR112;ID116;SA178;SB0;CD73;END;
STA;SR92;SD26;IR92;ID83;SA172;SB0;CD73;END;
STA;SR72;SD13;IR72;ID165;SA198;SB0;CD73;END;
STA;SR52;SD24;IR52;ID147;SA222;SB0;CD72;END;
