STA;SR123;SD176;IR123;ID143;SA717;SB0;CD133;TI5568;NO43;RL0;RR0;GX115;GY285;GZ-115;END;
STA;SR143;SD176;IR143;ID207;SA737;SB0;CD127;TI5698;NO44;RL0;RR0;GX87;GY635;GZ28;END;
STA;SR163;SD43;IR163;ID225;SA736;SB0;CD131;TI5827;NO45;RL0;RR0;GX-55;GY-93;GZ-86;END;
STA;SR177;SD35;IR177;ID249;SA743;SB0;CD128;TI5956;NO46;RL0;RR0;GX-337;GY75;GZ-45;END;
STA;SR157;SD37;IR157;ID245;SA759;SB6;CD135;TI6085;NO47;RL0;RR0;GX73;GY146;GZ-32;END;
STA;SR137;SD278;IR137;ID189;SA767;SB0;CD137;TI6215;NO48;RL0;RR0;GX226;GY-9;GZ-114;END;
STA;SR117;SD193;IR117;ID131;SA809;SB7;CD130;TI6345;NO49;RL0;RR0;GX-106;GY-439;GZ-43;END;
STA;SR97;SD181;IR97;ID54;SA798;SB1;CD132;TI6475;NO50;RL0;RR0;GX137;GY-6;GZ-42;END;
STA;SR77;SD168;IR77;ID151;SA814;SB0;CD135;TI6604;NO51;RL0;RR0;GX230;GY475;GZ-23;END;
STA;SR57;SD201;IR57;ID132;SA811;SB0;CD135;TI6734;NO52;RL0;RR0;GX16;GY-130;GZ-90;END;
STA;SR37;SD196;IR37;ID178;SA802;SB1;CD128;TI6864;NO53;RL0;RR0;GX75;GY127;GZ45;END;
STA;SR17;SD42;IR17;ID220;SA788;SB2;CD136;TI6994;NO54;RL0;RR0;GX-244;GY-346;GZ-42;END;
STA;SR4;SD42;IR4;ID228;SA778;SB1;CD133;TI7126;NO55;RL0;RR0;GX-26;GY99;GZ6;END;
STA;SR24;SD34;IR24;ID231;SA781;SB0;CD130;TI7256;NO56;RL0;RR0;GX82;GY-42;GZ-22;END;
STA;SR44;SD42;IR44;ID198;SA769;SB7;CD133;TI7386;NO57;RL0;RR0;GX70;GY-136;GZ-59;END;
STA;SR64;SD220;IR64;ID111;SA778;SB0;CD133;TI7515;NO58;RL0;RR0;GX97;GY-209;GZ3;END;
STA;SR84;SD115;IR84;ID58;SA746;SB3;CD128;TI7644;NO59;RL0;RR0;GX-85;GY-278;GZ-111;END;
STA;SR104;SD190;IR104;ID82;SA720;SB0;CD125;TI7774;NO60;RL0;RR0;GX44;GY96;GZ-149;END;
STA;SR124;SD140;IR124;ID93;SA720;SB0;CD129;TI7904;NO61;RL0;RR0;GX131;GY342;GZ-143;END;
STA;SR144;SD279;IR144;ID187;SA719;SB2;CD131;TI8034;NO62;RL0;RR0;GX-100;GY-412;GZ17;END;
STA;SR164;SD42;IR164;ID241;SA740;SB3;CD135;TI8164;NO63;RL0;RR0;GX68;GY469;GZ-102;END;
STA;SR176;SD36;IR176;ID295;SA749;SB0;CD130;TI8293;NO64;RL0;RR0;GX-238;GY20;GZ-25;END;
STA;SR156;SD39;IR156;ID247;SA760;SB9;CD136;TI8422;NO65;RL0;RR0;GX260;GY48;GZ-119;END;
STA;SR136;SD260;IR136;ID186;SA776;SB1;CD136;TI8552;NO66;RL0;RR0;GX-31;GY205;GZ67;END;
STA;SR116;SD184;IR116;ID131;SA789;SB3;CD132;TI8682;NO67;RL0;RR0;GX-96;GY-222;GZ32;END;
STA;SR96;SD211;IR96;ID78;SA794;SB0;CD142;TI8812;NO68;RL0;RR0;GX113;GY-18;GZ-15;END;
STA;SR76;SD149;IR76;ID77;SA816;SB0;CD131;TI8941;NO69;RL0;RR0;GX-159;GY12;GZ-7;END;
STA;SR56;SD191;IR56;ID132;SA797;SB0;CD136;TI9070;NO70;RL0;RR0;GX380;GY-117;GZ75;END;
STA;SR36;SD49;IR36;ID205;SA793;SB0;CD132;TI9200;NO71;RL0;RR0;GX505;GY-254;GZ28;END;
STA;SR16;SD41;IR16;ID257;SA792;SB0;CD122;TI9329;NO72;RL0;RR0;GX784;GY-34;GZ-166;END;
STA;SR5;SD43;IR5;ID225;SA656;SB15;CD96;TI9458;NO73;RL1;RR0;GX-328;GY130;GZ-376;END;
STA;SR25;SD38;IR25;ID214;SA489;SB6;CD119;TI9587;NO74;RL0;RR1;GX-321;GY204;GZ-201;END;
STA;SR45;SD43;IR45;ID176;SA607;SB17;CD125;TI9716;NO75;RL1;RR0;GX-405;GY-1556;GZ-506;END;
STA;SR65;SD191;IR65;ID111;SA649;SB0;CD130;TI9846;NO76;RL0;RR1;GX-1061;GY-1648;GZ-495;END;
STA;SR85;SD115;IR85;ID4;SA564;SB7;CD132;TI9976;NO77;RL1;RR1;GX-1374;GY-745;GZ18;END;
STA;SR105;SD178;IR105;ID46;SA715;SB4;CD135;TI10105;NO78;RL1;RR1;GX88;GY202;GZ-12;END;
STA;SR125;SD178;IR125;ID74;SA594;SB0;CD135;TI10234;NO79;RL0;RR0;GX351;GY-193;GZ-199;END;
STA;SR145;SD258;IR145;ID136;SA630;SB0;CD127;TI10365;NO80;RL1;RR1;GX-202;GY374;GZ-361;END;
STA;SR165;SD38;IR165;ID236;SA761;SB0;CD138;TI10497;NO81;RL1;RR1;GX-189;GY29;GZ-288;END;
STA;SR175;SD36;IR175;ID247;SA651;SB1;CD133;TI10628;NO82;RL1;RR0;GX632;GY-97;GZ-355;END;
STA;SR155;SD38;IR155;ID222;SA603;SB21;CD124;TI10758;NO83;RL0;RR1;GX-802;GY315;GZ-317;END;
STA;SR135;SD81;IR135;ID187;SA742;SB1;CD128;TI10888;NO84;RL1;RR1;GX-612;GY256;GZ-175;END;
STA;SR115;SD176;IR115;ID66;SA563;SB0;CD135;TI11018;NO85;RL0;RR0;GX712;GY1209;GZ-197;END;
STA;SR95;SD175;IR95;ID30;SA604;SB0;CD123;TI11148;NO86;RL1;RR1;GX43;GY-639;GZ98;END;
STA;SR75;SD109;IR75;ID46;SA728;SB14;CD120;TI11277;NO87;RL1;RR1;GX331;GY531;GZ-131;END;
STA;SR55;SD109;IR55;ID115;SA681;SB3;CD130;TI11407;NO88;RL0;RR0;GX765;GY1121;GZ-24;END;
STA;SR35;SD44;IR35;ID204;SA450;SB23;CD125;TI11537;NO89;RL1;RR1;GX638;GY726;GZ-126;END;
STA;SR15;SD41;IR15;ID203;SA587;SB13;CD121;TI11667;NO90;RL1;RR1;GX18;GY-4;GZ-122;END;
STA;SR6;SD41;IR6;ID239;SA613;SB0;CD128;TI11797;NO91;RL0;RR1;GX761;GY165;GZ-227;END;
STA;SR26;SD41;IR26;ID208;SA529;SB10;CD128;TI11926;NO92;RL1;RR1;GX-21;GY-197;GZ-266;END;
STA;SR46;SD46;IR46;ID164;SA439;SB0;CD135;TI12056;NO93;RL1;RR0;GX-271;GY-814;GZ-277;END;
STA;SR66;SD215;IR66;ID117;SA591;SB0;CD128;TI12186;NO94;RL0;RR1;GX-1162;GY-1417;GZ-66;END;
STA;SR86;SD107;IR86;ID9;SA502;SB9;CD124;TI12316;NO95;RL1;RR1;GX-163;GY573;GZ-7;END;
STA;SR106;SD299;IR106;ID14;SA600;SB0;CD131;TI12445;NO96;RL1;RR0;GX393;GY-562;GZ59;END;
STA;SR126;SD133;IR126;ID99;SA385;SB0;CD128;TI12575;NO97;RL0;RR1;GX-652;GY-247;GZ-27;END;
STA;SR146;SD102;IR146;ID168;SA471;SB17;CD129;TI12705;NO98;RL1;RR1;GX-934;GY533;GZ-374;END;
STA;SR166;SD38;IR166;ID260;SA704;SB0;CD124;TI12835;NO99;RL1;RR1;GX-370;GY-584;GZ-100;END;
STA;SR174;SD38;IR174;ID241;SA367;SB0;CD120;TI12965;NO100;RL1;RR1;GX1269;GY441;GZ-124;END;
STA;SR154;SD39;IR154;ID226;SA363;SB0;CD120;TI13096;NO101;RL1;RR0;GX799;GY-532;GZ-96;END;
STA;SR134;SD87;IR134;ID183;SA673;SB0;CD125;TI13228;NO102;RL0;RR1;GX0;GY827;GZ6;END;
STA;SR114;SD130;IR114;ID43;SA583;SB5;CD131;TI13358;NO103;RL1;RR1;GX-460;GY-341;GZ-230;END;
STA;SR94;SD168;IR94;ID30;SA528;SB0;CD131;TI13488;NO104;RL1;RR0;GX85;GY-894;GZ-12;END;
STA;SR74;SD104;IR74;ID50;SA581;SB0;CD125;TI13618;NO105;RL0;RR1;GX-543;GY-767;GZ10;END;
STA;SR54;SD205;IR54;ID111;SA684;SB13;CD127;TI13748;NO106;RL1;RR1;GX-504;GY-471;GZ-142;END;
STA;SR34;SD44;IR34;ID174;SA663;SB0;CD128;TI13878;NO107;RL1;RR0;GX1379;GY151;GZ-436;END;
STA;SR14;SD41;IR14;ID211;SA491;SB0;CD133;TI14008;NO108;RL1;RR1;GX1805;GY111;GZ-492;END;
STA;SR7;SD41;IR7;ID211;SA642;SB6;CD115;TI14138;NO109;RL1;RR1;GX50;GY10;GZ-364;END;
STA;SR27;SD41;IR27;ID236;SA634;SB0;CD115;TI14267;NO110;RL0;RR1;GX-1155;GY95;GZ-457;END;
STA;SR47;SD44;IR47;ID168;SA515;SB1;CD131;TI14397;NO111;RL1;RR1;GX-437;GY264;GZ-285;END;
STA;SR67;SD104;IR67;ID131;SA684;SB8;CD127;TI14527;NO112;RL0;RR0;GX-509;GY-1396;GZ6;END;
STA;SR87;SD102;IR87;ID43;SA672;SB0;CD140;TI14657;NO113;RL1;RR1;GX-910;GY-251;GZ318;END;
STA;SR107;SD164;IR107;ID14;SA507;SB0;CD118;TI14787;NO114;RL1;RR1;GX523;GY378;GZ-309;END;
STA;SR127;SD165;IR127;ID70;SA718;SB0;CD122;TI14917;NO115;RL1;RR0;GX1026;GY227;GZ169;END;
STA;SR147;SD164;IR147;ID132;SA664;SB10;CD123;TI15047;NO116;RL0;RR1;GX359;GY521;GZ98;END;
STA;SR167;SD37;IR167;ID250;SA408;SB0;CD127;TI15177;NO117;RL1;RR1;GX288;GY697;GZ-537;END;
STA;SR173;SD37;IR173;ID238;SA511;SB0;CD118;TI15307;NO118;RL1;RR0;GX642;GY-151;GZ-407;END;
STA;SR153;SD40;IR153;ID204;SA490;SB0;CD119;TI15437;NO119;RL0;RR1;GX149;GY7;GZ-355;END;
STA;SR133;SD173;IR133;ID117;SA431;SB0;CD134;TI15567;NO120;RL1;RR1;GX-689;GY-1804;GZ294;END;
STA;SR113;SD163;IR113;ID75;SA556;SB16;CD127;TI15698;NO121;RL1;RR1;GX-252;GY74;GZ344;END;
STA;SR93;SD340;IR93;ID30;SA502;SB1;CD120;TI15830;NO122;RL1;RR1;GX-796;GY-1434;GZ-188;END;
STA;SR73;SD99;IR73;ID10;SA737;SB3;CD134;TI15961;NO123;RL1;RR0;GX-353;GY-992;GZ-304;END;
STA;SR53;SD205;IR53;ID141;SA671;SB8;CD122;TI16091;NO124;RL0;RR1;GX-237;GY-332;GZ73;END;
STA;SR33;SD46;IR33;ID182;SA518;SB49;CD120;TI16221;NO125;RL1;RR1;GX-579;GY-543;GZ-236;END;
STA;SR13;SD42;IR13;ID211;SA602;SB0;CD115;TI16351;NO126;RL1;RR1;GX1268;GY-115;GZ-164;END;
STA;SR8;SD41;IR8;ID215;SA642;SB2;CD139;TI16481;NO127;RL0;RR0;GX853;GY434;GZ-341;END;
STA;SR28;SD41;IR28;ID214;SA472;SB13;CD122;TI16611;NO128;RL1;RR1;GX-256;GY-498;GZ67;END;
STA;SR48;SD44;IR48;ID172;SA684;SB0;CD117;TI16741;NO129;RL1;RR1;GX64;GY321;GZ63;END;
STA;SR68;SD204;IR68;ID138;SA590;SB4;CD125;TI16871;NO130;RL0;RR0;GX-653;GY-238;GZ-148;END;
STA;SR88;SD93;IR88;ID34;SA476;SB24;CD113;TI17001;NO131;RL1;RR1;GX-615;GY-747;GZ157;END;
STA;SR108;SD158;IR108;ID26;SA488;SB10;CD117;TI17131;NO132;RL1;RR1;GX-209;GY-527;GZ-299;END;
STA;SR128;SD158;IR128;ID105;SA595;SB0;CD129;TI17261;NO133;RL0;RR1;GX-669;GY-1151;GZ-189;END;
STA;SR148;SD107;IR148;ID122;SA531;SB0;CD116;TI17391;NO134;RL1;RR0;GX-231;GY-1450;GZ-122;END;
STA;SR168;SD214;IR168;ID220;SA600;SB4;CD114;TI17521;NO135;RL1;RR1;GX972;GY815;GZ-376;END;
STA;SR172;SD37;IR172;ID233;SA611;SB25;CD124;TI17651;NO136;RL1;RR1;GX-48;GY-155;GZ-100;END;
STA;SR152;SD40;IR152;ID220;SA569;SB2;CD124;TI17781;NO137;RL0;RR1;GX-932;GY767;GZ547;END;
STA;SR132;SD278;IR132;ID150;SA732;SB0;CD108;TI17911;NO138;RL1;RR0;GX-638;GY-86;GZ171;END;
STA;SR112;SD156;IR112;ID79;SA671;SB7;CD121;TI18041;NO139;RL1;RR1;GX281;GY521;GZ154;END;
STA;SR92;SD96;IR92;ID58;SA754;SB2;CD131;TI18172;NO140;RL1;RR1;GX-845;GY-1460;GZ126;END;
STA;SR72;SD90;IR72;ID49;SA617;SB0;CD125;TI18304;NO141;RL0;RR1;GX-1009;GY280;GZ-84;END;
STA;SR52;SD198;IR52;ID144;SA629;SB0;CD133;TI18435;NO142;RL1;RR0;GX474;GY265;GZ136;END;
STA;SR32;SD43;IR32;ID181;SA510;SB0;CD130;TI18565;NO143;RL1;RR1;GX567;GY-527;GZ-424;END;
STA;SR12;SD42;IR12;ID214;SA588;SB0;CD105;TI18695;NO144;RL1;RR1;GX904;GY-155;GZ-51;END;
STA;SR9;SD41;IR9;ID219;SA472;SB0;CD115;TI18825;NO145;RL1;RR1;GX1085;GY114;GZ305;END;
STA;SR29;SD41;IR29;ID210;SA481;SB5;CD134;TI18955;NO146;RL0;RR1;GX-1054;GY-566;GZ172;END;
STA;SR49;SD41;IR49;ID175;SA591;SB12;CD106;TI19085;NO147;RL2;RR0;GX-972;GY953;GZ195;END;
STA;SR69;SD87;IR69;ID113;SA535;SB21;CD118;TI19215;NO148;RL0;RR1;GX-441;GY436;GZ8;END;
STA;SR89;SD86;IR89;ID54;SA510;SB5;CD121;TI19345;NO149;RL1;RR1;GX-381;GY806;GZ654;END;
STA;SR109;SD152;IR109;ID38;SA564;SB6;CD123;TI19475;NO150;RL1;RR1;GX-417;GY-505;GZ35;END;
STA;SR129;SD115;IR129;ID72;SA534;SB0;CD117;TI19605;NO151;RL1;RR1;GX448;GY285;GZ236;END;
STA;SR149;SD258;IR149;ID155;SA703;SB0;CD116;TI19735;NO152;RL1;RR0;GX1117;GY54;GZ256;END;
STA;SR169;SD40;IR169;ID199;SA589;SB9;CD126;TI19865;NO153;RL1;RR1;GX954;GY-563;GZ-102;END;
STA;SR171;SD37;IR171;ID222;SA590;SB0;CD126;TI19995;NO154;RL1;RR1;GX452;GY62;GZ-478;END;
STA;SR151;SD39;IR151;ID210;SA534;SB7;CD121;TI20125;NO155;RL0;RR1;GX-652;GY710;GZ51;END;
STA;SR131;SD152;IR131;ID92;SA527;SB0;CD118;TI20255;NO156;RL1;RR1;GX-1105;GY262;GZ821;END;
STA;SR111;SD149;IR111;ID67;SA613;SB4;CD129;TI20385;NO157;RL1;RR1;GX-909;GY1934;GZ-146;END;
STA;SR91;SD150;IR91;ID30;SA614;SB0;CD105;TI20515;NO158;RL1;RR1;GX39;GY1154;GZ3;END;
STA;SR71;SD84;IR71;ID46;SA484;SB0;CD127;TI20644;NO159;RL1;RR1;GX249;GY-1282;GZ204;END;
STA;SR51;SD83;IR51;ID136;SA615;SB0;CD120;TI20775;NO160;RL1;RR0;GX2263;GY185;GZ45;END;
STA;SR31;SD42;IR31;ID196;SA486;SB2;CD134;TI20907;NO161;RL1;RR1;GX1147;GY-890;GZ132;END;
STA;SR11;SD42;IR11;ID219;SA575;SB0;CD125;TI21038;NO162;RL1;RR1;GX550;GY-645;GZ-76;END;
STA;SR10;SD41;IR10;ID253;SA634;SB3;CD133;TI21168;NO163;RL1;RR1;GX-472;GY-1223;GZ-206;END;
STA;SR30;SD42;IR30;ID215;SA661;SB14;CD126;TI21298;NO164;RL0;RR1;GX-2256;GY-527;GZ-202;END;
STA;SR50;SD43;IR50;ID179;SA619;SB17;CD112;TI21428;NO165;RL1;RR1;GX-1787;GY0;GZ161;END;
STA;SR70;SD79;IR70;ID111;SA685;SB1;CD111;TI21558;NO166;RL1;RR1;GX-574;GY512;GZ288;END;
STA;SR90;SD79;IR90;ID38;SA541;SB7;CD118;TI21688;NO167;RL1;RR1;GX694;GY1318;GZ-25;END;
STA;SR110;SD144;IR110;ID2;SA591;SB0;CD125;TI21817;NO168;RL1;RR0;GX1741;GY96;GZ104;END;
STA;SR130;SD145;IR130;ID93;SA592;SB0;CD134;TI21947;NO169;RL1;RR1;GX1978;GY938;GZ-182;END;
STA;SR150;SD127;IR150;ID140;SA599;SB0;CD141;TI22077;NO170;RL1;RR1;GX600;GY221;GZ-696;END;
STA;SR170;SD39;IR170;ID210;SA636;SB0;CD135;TI22207;NO171;RL0;RR1;GX55;GY-164;GZ219;END;
STA;SR150;SD39;IR150;ID160;SA463;SB14;CD122;TI22337;NO172;RL1;RR1;GX-842;GY-77;GZ145;END;
STA;SR130;SD143;IR130;ID133;SA594;SB34;CD94;TI22467;NO173;RL1;RR0;GX-835;GY88;GZ198;END;
STA;SR110;SD142;IR110;ID66;SA687;SB0;CD99;TI22597;NO174;RL1;RR1;GX228;GY-114;GZ-32;END;
STA;SR90;SD287;IR90;ID22;SA789;SB17;CD118;TI22727;NO175;RL1;RR1;GX889;GY-639;GZ31;END;
STA;SR70;SD76;IR70;ID53;SA642;SB0;CD121;TI22857;NO176;RL0;RR1;GX572;GY-1084;GZ-198;END;
STA;SR50;SD75;IR50;ID115;SA613;SB12;CD124;TI22987;NO177;RL1;RR1;GX-201;GY117;GZ-80;END;
STA;SR30;SD42;IR30;ID226;SA474;SB0;CD143;TI23117;NO178;RL1;RR1;GX-609;GY726;GZ50;END;
STA;SR11;SD39;IR11;ID218;SA467;SB0;CD124;TI23247;NO179;RL1;RR1;GX-1035;GY-846;GZ-61;END;
STA;SR31;SD40;IR31;ID215;SA505;SB0;CD124;TI23378;NO180;RL1;RR1;GX-2154;GY-1923;GZ26;END;
STA;SR51;SD73;IR51;ID194;SA515;SB7;CD97;TI23510;NO181;RL1;RR1;GX-310;GY597;GZ59;END;
STA;SR71;SD73;IR71;ID83;SA491;SB9;CD113;TI23640;NO182;RL1;RR1;GX792;GY2222;GZ-14;END;
STA;SR91;SD137;IR91;ID46;SA578;SB0;CD115;TI23770;NO183;RL1;RR0;GX665;GY788;GZ-236;END;
STA;SR111;SD137;IR111;ID34;SA551;SB4;CD127;TI23900;NO184;RL1;RR1;GX1527;GY1065;GZ323;END;
STA;SR131;SD136;IR131;ID99;SA444;SB7;CD116;TI24030;NO185;RL1;RR1;GX1423;GY260;GZ-198;END;
STA;SR151;SD136;IR151;ID139;SA632;SB0;CD121;TI24160;NO186;RL1;RR1;GX501;GY-358;GZ-233;END;
STA;SR169;SD42;IR169;ID171;SA582;SB21;CD120;TI24290;NO187;RL0;RR1;GX543;GY1390;GZ328;END;
STA;SR149;SD167;IR149;ID164;SA660;SB0;CD125;TI24420;NO188;RL1;RR0;GX438;GY897;GZ136;END;
STA;SR129;SD103;IR129;ID95;SA745;SB0;CD116;TI24550;NO189;RL1;RR1;GX-450;GY-921;GZ125;END;
STA;SR109;SD135;IR109;ID54;SA604;SB0;CD116;TI24680;NO190;RL1;RR1;GX913;GY679;GZ-6;END;
STA;SR89;SD136;IR89;ID25;SA689;SB0;CD128;TI24810;NO191;RL1;RR1;GX-658;GY-747;GZ-256;END;
STA;SR69;SD70;IR69;ID66;SA488;SB0;CD125;TI24940;NO192;RL0;RR1;GX-358;GY99;GZ-304;END;
STA;SR49;SD69;IR49;ID95;SA640;SB15;CD120;TI25070;NO193;RL1;RR1;GX-280;GY491;GZ54;END;
STA;SR29;SD43;IR29;ID204;SA749;SB0;CD124;TI25200;NO194;RL1;RR0;GX204;GY-292;GZ461;END;
STA;SR12;SD39;IR12;ID218;SA546;SB0;CD120;TI25330;NO195;RL1;RR1;GX522;GY3;GZ472;END;
STA;SR32;SD41;IR32;ID214;SA739;SB0;CD107;TI25460;NO196;RL1;RR1;GX-65;GY604;GZ393;END;
STA;SR52;SD68;IR52;ID163;SA515;SB0;CD123;TI25590;NO197;RL1;RR1;GX-168;GY-347;GZ240;END;
STA;SR72;SD108;IR72;ID65;SA742;SB26;CD121;TI25720;NO198;RL1;RR1;GX518;GY400;GZ-309;END;
STA;SR92;SD131;IR92;ID30;SA421;SB3;CD130;TI25850;NO199;RL1;RR0;GX-412;GY-184;GZ-307;END;
STA;SR112;SD131;IR112;ID3;SA718;SB0;CD140;TI25981;NO200;RL1;RR1;GX351;GY-39;GZ-64;END;
STA;SR132;SD130;IR132;ID105;SA577;SB0;CD126;TI26112;NO201;RL0;RR1;GX-1431;GY159;GZ242;END;
STA;SR152;SD222;IR152;ID140;SA478;SB22;CD120;TI26243;NO202;RL1;RR1;GX-762;GY164;GZ716;END;
STA;SR168;SD44;IR168;ID186;SA624;SB0;CD121;TI26373;NO203;RL1;RR1;GX30;GY703;GZ-231;END;
STA;SR148;SD46;IR148;ID157;SA607;SB0;CD99;TI26503;NO204;RL1;RR0;GX55;GY-825;GZ-273;END;
STA;SR128;SD129;IR128;ID86;SA642;SB0;CD123;TI26633;NO205;RL1;RR1;GX991;GY-117;GZ-121;END;
STA;SR108;SD129;IR108;ID75;SA635;SB15;CD127;TI26763;NO206;RL0;RR1;GX-168;GY735;GZ-194;END;
STA;SR88;SD130;IR88;ID21;SA622;SB0;CD125;TI26893;NO207;RL1;RR1;GX92;GY-759;GZ235;END;
STA;SR68;SD185;IR68;ID34;SA531;SB0;CD114;TI27022;NO208;RL1;RR1;GX-242;GY-1510;GZ-92;END;
STA;SR48;SD65;IR48;ID91;SA587;SB0;CD122;TI27152;NO209;RL0;RR0;GX597;GY-583;GZ-66;END;
STA;SR28;SD42;IR28;ID196;SA421;SB18;CD126;TI27281;NO210;RL1;RR1;GX-159;GY-588;GZ407;END;
STA;SR13;SD40;IR13;ID220;SA512;SB2;CD115;TI27411;NO211;RL1;RR1;GX230;GY1288;GZ151;END;
STA;SR33;SD40;IR33;ID215;SA354;SB15;CD115;TI27541;NO212;RL1;RR1;GX308;GY-261;GZ55;END;
