SensorSweep starting
STA;SR67;SD45;IR67;ID59;SA7;SB2;END;
STA;SR87;SD68;IR87;ID85;SA0;SB0;END;
STA;SR107;SD66;IR107;ID78;SA7;SB3;END;
STA;SR127;SD533;IR127;ID87;SA0;SB2;END;
STA;SR147;SD30;IR147;ID161;SA0;SB0;END;
STA;SR167;SD220;IR167;ID286;SA3;SB6;END;
STA;SR173;SD35;IR173;ID299;SA0;SB0;END;
STA;SR153;SD22;IR153;ID124;SA3;SB0;END;
STA;SR133;SD38;IR133;ID97;SA0;SB0;END;
STA;SR113;SD86;IR113;ID68;SA5;SB5;END;
STA;SR93;SD71;IR93;ID92;SA5;SB3;END;
STA;SR73;SD35;IR73;ID78;SA0;SB0;END;
STA;SR53;SD25;IR53;ID39;SA11;SB10;END;
STA;SR33;SD35;IR33;ID23;SA8;SB4;END;
STA;SR13;SD134;IR13;ID145;SA4;SB1;END;
STA;SR8;SD20;IR8;ID146;SA0;SB5;END;
STA;SR28;SD68;IR28;ID28;SA5;SB7;END;
STA;SR48;SD35;IR48;ID35;SA17;SB2;END;
STA;SR68;SD30;IR68;ID62;SA2;SB4;END;
STA;SR88;SD68;IR88;ID97;SA4;SB0;END;
STA;SR108;SD66;IR108;ID88;SA2;SB0;END;
STA;SR128;SD236;IR128;ID107;SA1;SB0;END;
STA;SR148;SD33;IR148;ID115;SA0;SB7;END;
STA;SR168;SD449;IR168;ID281;SA9;SB1;END;
STA;SR172;SD33;IR172;ID373;SA11;SB1;END;
STA;SR152;SD33;IR152;ID204;SA1;SB0;END;
STA;SR132;SD500;IR132;ID104;SA11;SB2;END;
STA;SR112;SD116;IR112;ID80;SA1;SB0;END;
STA;SR92;SD66;IR92;ID97;SA10;SB4;END;
STA;SR72;SD40;IR72;ID72;SA6;SB0;END;
STA;SR52;SD35;IR52;ID37;SA8;SB0;END;
STA;SR32;SD22;IR32;ID25;SA11;SB3;END;
STA;SR12;SD20;IR12;ID159;SA0;SB0;END;
STA;SR9;SD22;IR9;ID146;SA1;SB0;END;
STA;SR29;SD25;IR29;ID27;SA1;SB0;END;
STA;SR49;SD27;IR49;ID38;SA0;SB0;END;
STA;SR69;SD35;IR69;ID66;SA2;SB2;END;
STA;SR89;SD27;IR89;ID100;SA7;SB0;END;
STA;SR109;SD68;IR109;ID87;SA4;SB4;END;
STA;SR129;SD510;IR129;ID97;SA7;SB3;END;
STA;SR149;SD30;IR149;ID169;SA0;SB1;END;
STA;SR169;SD439;IR169;ID306;SA3;SB2;END;
STA;SR171;SD429;IR171;ID419;SA0;SB0;END;
STA;SR151;SD30;IR151;ID123;SA8;SB2;END;
STA;SR131;SD518;IR131;ID96;SA3;SB0;END;
STA;SR111;SD472;IR111;ID78;SA2;SB3;END;
STA;SR91;SD68;IR91;ID97;SA0;SB0;END;
STA;SR71;SD35;IR71;ID70;SA11;SB0;END;
STA;SR51;SD20;IR51;ID40;SA5;SB3;END;
STA;SR31;SD25;IR31;ID25;SA1;SB2;END;
STA;SR11;SD30;IR11;ID146;SA0;SB2;END;
STA;SR10;SD30;IR10;ID146;SA6;SB3;END;
STA;SR30;SD20;IR30;ID26;SA3;SB2;END;
STA;SR50;SD35;IR50;ID40;SA8;SB3;END;
STA;SR70;SD45;IR70;ID67;SA0;SB2;END;
STA;SR90;SD66;IR90;ID97;SA0;SB0;END;
STA;SR110;SD116;IR110;ID90;SA10;SB2;END;
STA;SR130;SD533;IR130;ID100;SA10;SB8;END;
STA;SR150;SD30;IR150;ID139;SA5;SB1;END;
STA;SR170;SD33;IR170;ID328;SA1;SB0;END;
STA;SR150;SD30;IR150;ID237;SA6;SB3;END;
STA;SR130;SD30;IR130;ID99;SA14;SB14;END;
STA;SR110;SD269;IR110;ID83;SA3;SB3;END;
STA;SR90;SD68;IR90;ID96;SA1;SB0;END;
STA;SR70;SD35;IR70;ID68;SA1;SB2;END;
STA;SR50;SD25;IR50;ID43;SA9;SB2;END;
STA;SR30;SD10;IR30;ID26;SA4;SB2;END;
STA;SR11;SD45;IR11;ID145;SA2;SB2;END;
STA;SR31;SD73;IR31;ID25;SA0;SB0;END;
STA;SR51;SD35;IR51;ID42;SA2;SB2;END;
STA;SR71;SD35;IR71;ID70;SA14;SB2;END;
STA;SR91;SD68;IR91;ID98;SA3;SB2;END;
STA;SR111;SD462;IR111;ID76;SA8;SB0;END;
STA;SR131;SD525;IR131;ID97;SA26;SB17;END;
STA;SR151;SD33;IR151;ID139;SA0;SB1;END;
STA;SR169;SD421;IR169;ID406;SA9;SB0;END;
STA;SR149;SD30;IR149;ID139;SA2;SB2;END;
STA;SR129;SD571;IR129;ID97;SA9;SB1;END;
STA;SR109;SD78;IR109;ID92;SA1;SB2;END;
STA;SR89;SD66;IR89;ID107;SA11;SB2;END;
STA;SR69;SD43;IR69;ID66;SA2;SB1;END;
STA;SR49;SD35;IR49;ID38;SA0;SB2;END;
STA;SR29;SD20;IR29;ID27;SA10;SB0;END;
STA;SR12;SD121;IR12;ID132;SA7;SB2;END;
STA;SR32;SD22;IR32;ID25;SA7;SB0;END;
STA;SR52;SD38;IR52;ID37;SA0;SB0;END;
STA;SR72;SD30;IR72;ID73;SA1;SB2;END;
STA;SR92;SD55;IR92;ID93;SA2;SB0;END;
STA;SR112;SD116;IR112;ID80;SA9;SB0;END;
STA;SR132;SD218;IR132;ID104;SA13;SB4;END;
STA;SR152;SD27;IR152;ID204;SA0;SB0;END;
STA;SR168;SD411;IR168;ID204;SA26;SB15;END;
STA;SR148;SD30;IR148;ID135;SA0;SB4;END;
STA;SR128;SD45;IR128;ID103;SA0;SB2;END;
STA;SR108;SD66;IR108;ID83;SA0;SB0;END;
STA;SR88;SD66;IR88;ID88;SA8;SB9;END;
STA;SR68;SD38;IR68;ID60;SA0;SB1;END;
STA;SR48;SD35;IR48;ID33;SA0;SB0;END;
STA;SR28;SD25;IR28;ID29;SA1;SB2;END;
STA;SR13;SD111;IR13;ID129;SA0;SB10;END;
STA;SR33;SD25;IR33;ID24;SA0;SB0;END;
STA;SR53;SD30;IR53;ID40;SA0;SB0;END;
STA;SR73;SD35;IR73;ID87;SA13;SB5;END;
STA;SR93;SD68;IR93;ID95;SA5;SB0;END;
STA;SR113;SD106;IR113;ID66;SA0;SB0;END;
STA;SR133;SD35;IR133;ID100;SA2;SB2;END;
STA;SR153;SD30;IR153;ID135;SA0;SB0;END;
STA;SR167;SD452;IR167;ID264;SA3;SB0;END;
STA;SR147;SD30;IR147;ID146;SA12;SB4;END;
STA;SR127;SD198;IR127;ID95;SA0;SB2;END;
STA;SR107;SD66;IR107;ID88;SA0;SB5;END;
STA;SR87;SD78;IR87;ID84;SA1;SB3;END;
STA;SR67;SD38;IR67;ID60;SA0;SB0;END;
STA;SR47;SD35;IR47;ID32;SA13;SB3;END;
STA;SR27;SD25;IR27;ID27;SA3;SB1;END;
STA;SR14;SD134;IR14;ID143;SA2;SB3;END;
STA;SR34;SD43;IR34;ID24;SA0;SB0;END;
STA;SR54;SD25;IR54;ID41;SA1;SB3;END;
STA;SR74;SD35;IR74;ID85;SA7;SB1;END;
STA;SR94;SD71;IR94;ID92;SA2;SB3;END;
STA;SR114;SD86;IR114;ID83;SA0;SB0;END;
STA;SR134;SD25;IR134;ID117;SA5;SB3;END;
STA;SR154;SD30;IR154;ID139;SA1;SB1;END;
STA;SR166;SD12;IR166;ID218;SA4;SB2;END;
STA;SR146;SD33;IR146;ID133;SA0;SB3;END;
STA;SR126;SD58;IR126;ID94;SA4;SB1;END;
STA;SR106;SD119;IR106;ID85;SA0;SB0;END;
STA;SR86;SD50;IR86;ID75;SA3;SB2;END;
STA;SR66;SD38;IR66;ID60;SA0;SB0;END;
STA;SR46;SD27;IR46;ID30;SA3;SB4;END;
STA;SR26;SD71;IR26;ID28;SA13;SB2;END;
STA;SR15;SD22;IR15;ID148;SA4;SB4;END;
STA;SR35;SD76;IR35;ID23;SA0;SB0;END;
STA;SR55;SD35;IR55;ID43;SA0;SB0;END;
STA;SR75;SD66;IR75;ID97;SA22;SB14;END;
STA;SR95;SD71;IR95;ID92;SA2;SB1;END;
STA;SR115;SD68;IR115;ID92;SA0;SB0;END;
STA;SR135;SD25;IR135;ID145;SA15;SB3;END;
STA;SR155;SD33;IR155;ID169;SA0;SB0;END;
STA;SR165;SD27;IR165;ID187;SA0;SB0;END;
STA;SR145;SD30;IR145;ID146;SA6;SB2;END;
STA;SR125;SD292;IR125;ID97;SA1;SB4;END;
STA;SR105;SD83;IR105;ID90;SA7;SB1;END;
STA;SR85;SD55;IR85;ID72;SA6;SB0;END;
STA;SR65;SD38;IR65;ID58;SA1;SB0;END;
STA;SR45;SD38;IR45;ID25;SA0;SB1;END;
STA;SR25;SD73;IR25;ID30;SA2;SB0;END;
STA;SR16;SD78;IR16;ID150;SA2;SB2;END;
STA;SR36;SD38;IR36;ID23;SA1;SB0;END;
STA;SR56;SD38;IR56;ID44;SA12;SB1;END;
STA;SR76;SD35;IR76;ID109;SA9;SB1;END;
STA;SR96;SD68;IR96;ID92;SA3;SB2;END;
STA;SR116;SD86;IR116;ID58;SA0;SB0;END;
STA;SR136;SD27;IR136;ID133;SA6;SB3;END;
STA;SR156;SD30;IR156;ID193;SA0;SB0;END;
STA;SR164;SD22;IR164;ID173;SA15;SB8;END;
STA;SR144;SD30;IR144;ID161;SA13;SB1;END;
STA;SR124;SD187;IR124;ID96;SA0;SB2;END;
STA;SR104;SD86;IR104;ID80;SA0;SB2;END;
STA;SR84;SD78;IR84;ID76;SA5;SB5;END;
STA;SR64;SD38;IR64;ID57;SA0;SB0;END;
STA;SR44;SD38;IR44;ID21;SA10;SB0;END;
STA;SR24;SD129;IR24;ID32;SA23;SB7;END;
STA;SR17;SD30;IR17;ID146;SA3;SB3;END;
STA;SR37;SD35;IR37;ID23;SA2;SB0;END;
STA;SR57;SD20;IR57;ID45;SA0;SB2;END;
STA;SR77;SD45;IR77;ID105;SA1;SB7;END;
STA;SR97;SD66;IR97;ID96;SA0;SB5;END;
STA;SR117;SD40;IR117;ID62;SA7;SB2;END;
STA;SR137;SD38;IR137;ID133;SA3;SB0;END;
STA;SR157;SD30;IR157;ID193;SA2;SB2;END;
STA;SR163;SD33;IR163;ID193;SA0;SB0;END;
STA;SR143;SD20;IR143;ID129;SA4;SB3;END;
STA;SR123;SD144;IR123;ID97;SA0;SB0;END;
STA;SR103;SD68;IR103;ID85;SA1;SB0;END;
STA;SR83;SD68;IR83;ID78;SA7;SB5;END;
STA;SR63;SD35;IR63;ID56;SA0;SB2;END;
STA;SR43;SD35;IR43;ID21;SA10;SB5;END;
STA;SR23;SD48;IR23;ID33;SA0;SB5;END;
STA;SR18;SD22;IR18;ID75;SA0;SB0;END;
STA;SR38;SD22;IR38;ID22;SA10;SB1;END;
STA;SR58;SD20;IR58;ID44;SA0;SB0;END;
STA;SR78;SD68;IR78;ID96;SA2;SB2;END;
STA;SR98;SD66;IR98;ID97;SA0;SB0;END;
STA;SR118;SD38;IR118;ID84;SA9;SB1;END;
STA;SR138;SD38;IR138;ID146;SA0;SB0;END;
STA;SR158;SD27;IR158;ID328;SA11;SB0;END;
STA;SR162;SD35;IR162;ID299;SA19;SB14;END;
STA;SR142;SD27;IR142;ID157;SA9;SB1;END;
STA;SR122;SD111;IR122;ID90;SA0;SB3;END;
STA;SR102;SD60;IR102;ID83;SA12;SB7;END;
STA;SR82;SD68;IR82;ID87;SA0;SB0;END;
STA;SR62;SD35;IR62;ID54;SA10;SB2;END;
STA;SR42;SD30;IR42;ID21;SA3;SB1;END;
STA;SR22;SD33;IR22;ID35;SA2;SB1;END;
STA;SR19;SD22;IR19;ID58;SA0;SB1;END;
STA;SR39;SD22;IR39;ID22;SA11;SB2;END;
STA;SR59;SD27;IR59;ID47;SA2;SB2;END;
STA;SR79;SD71;IR79;ID106;SA0;SB0;END;
STA;SR99;SD68;IR99;ID96;SA3;SB3;END;
STA;SR119;SD116;IR119;ID2354;SA2;SB1;END;
STA;SR139;SD33;IR139;ID166;SA8;SB2;END;
STA;SR159;SD33;IR159;ID233;SA2;SB0;END;
STA;SR161;SD20;IR161;ID286;SA5;SB3;END;
STA;SR141;SD35;IR141;ID169;SA3;SB3;END;
STA;SR121;SD172;IR121;ID86;SA4;SB2;END;
STA;SR101;SD71;IR101;ID85;SA0;SB3;END;
STA;SR81;SD60;IR81;ID87;SA5;SB1;END;
STA;SR61;SD27;IR61;ID51;SA3;SB1;END;
STA;SR41;SD27;IR41;ID21;SA0;SB5;END;
STA;SR21;SD27;IR21;ID36;SA11;SB0;END;
STA;SR20;SD30;IR20;ID41;SA16;SB11;END;
STA;SR40;SD22;IR40;ID22;SA0;SB0;END;
STA;SR60;SD27;IR60;ID50;SA1;SB1;END;
STA;SR80;SD38;IR80;ID102;SA5;SB2;END;
STA;SR100;SD73;IR100;ID92;SA1;SB0;END;
STA;SR120;SD91;IR120;ID1355;SA3;SB3;END;
STA;SR140;SD38;IR140;ID204;SA0;SB0;END;
STA;SR160;SD30;IR160;ID363;SA1;SB0;END;
STA;SR140;SD35;IR140;ID180;SA0;SB0;END;
STA;SR120;SD101;IR120;ID836;SA3;SB1;END;
STA;SR100;SD68;IR100;ID93;SA4;SB2;END;
STA;SR80;SD53;IR80;ID50;SA7;SB4;END;
STA;SR60;SD35;IR60;ID50;SA3;SB2;END;
STA;SR40;SD33;IR40;ID21;SA3;SB3;END;
STA;SR0;SD25;IR0;ID98;SA0;SB0;END;
STA;SR20;SD40;IR20;ID38;SA1;SB3;END;
STA;SR40;SD38;IR40;ID21;SA0;SB0;END;
STA;SR60;SD20;IR60;ID50;SA0;SB1;END;
STA;SR80;SD68;IR80;ID104;SA7;SB1;END;
STA;SR100;SD68;IR100;ID90;SA4;SB3;END;
STA;SR120;SD111;IR120;ID373;SA9;SB1;END;
STA;SR140;SD38;IR140;ID214;SA0;SB2;END;
STA;SR160;SD30;IR160;ID299;SA12;SB1;END;
STA;SR180;SD91;IR180;ID363;SA1;SB0;END;
STA;SR160;SD30;IR160;ID328;SA2;SB2;END;
STA;SR140;SD38;IR140;ID190;SA1;SB0;END;
STA;SR120;SD111;IR120;ID-2147483648;SA0;SB0;END;
STA;SR100;SD68;IR100;ID93;SA6;SB2;END;
STA;SR80;SD55;IR80;ID102;SA7;SB4;END;
STA;SR60;SD22;IR60;ID50;SA2;SB3;END;
STA;SR40;SD20;IR40;ID21;SA13;SB1;END;
STA;SR20;SD10;IR20;ID40;SA4;SB1;END;
STA;SR1;SD154;IR1;ID112;SA35;SB27;END;
STA;SR21;SD96;IR21;ID34;SA4;SB2;END;
STA;SR41;SD38;IR41;ID21;SA2;SB2;END;
STA;SR61;SD38;IR61;ID53;SA0;SB0;END;
STA;SR81;SD68;IR81;ID97;SA1;SB1;END;
STA;SR101;SD60;IR101;ID76;SA3;SB2;END;
STA;SR121;SD114;IR121;ID92;SA0;SB0;END;
STA;SR141;SD30;IR141;ID157;SA9;SB1;END;
STA;SR161;SD33;IR161;ID419;SA0;SB0;END;
STA;SR179;SD25;IR179;ID419;SA4;SB1;END;
STA;SR159;SD33;IR159;ID275;SA0;SB0;END;
STA;SR139;SD20;IR139;ID120;SA4;SB1;END;
STA;SR119;SD40;IR119;ID254;SA0;SB0;END;
STA;SR99;SD60;IR99;ID87;SA4;SB2;END;
STA;SR79;SD40;IR79;ID103;SA5;SB0;END;
STA;SR59;SD22;IR59;ID48;SA10;SB0;END;
STA;SR39;SD20;IR39;ID22;SA1;SB0;END;
STA;SR19;SD119;IR19;ID59;SA2;SB2;END;
STA;SR2;SD22;IR2;ID131;SA30;SB27;END;
STA;SR22;SD35;IR22;ID34;SA0;SB0;END;
STA;SR42;SD38;IR42;ID21;SA5;SB2;END;
STA;SR62;SD35;IR62;ID55;SA1;SB2;END;
STA;SR82;SD73;IR82;ID82;SA2;SB1;END;
STA;SR102;SD68;IR102;ID85;SA0;SB0;END;
STA;SR122;SD38;IR122;ID89;SA5;SB1;END;
STA;SR142;SD33;IR142;ID193;SA0;SB0;END;
STA;SR162;SD38;IR162;ID275;SA8;SB2;END;
STA;SR178;SD27;IR178;ID419;SA0;SB0;END;
STA;SR158;SD33;IR158;ID233;SA0;SB3;END;
STA;SR138;SD43;IR138;ID140;SA2;SB0;END;
STA;SR118;SD114;IR118;ID76;SA11;SB4;END;
STA;SR98;SD68;IR98;ID97;SA0;SB0;END;
STA;SR78;SD68;IR78;ID93;SA10;SB2;END;
STA;SR58;SD35;IR58;ID46;SA2;SB2;END;
STA;SR38;SD30;IR38;ID22;SA2;SB0;END;
STA;SR18;SD73;IR18;ID63;SA0;SB0;END;
STA;SR3;SD15;IR3;ID140;SA0;SB11;END;
STA;SR23;SD38;IR23;ID32;SA12;SB2;END;
STA;SR43;SD30;IR43;ID20;SA3;SB2;END;
STA;SR63;SD38;IR63;ID55;SA2;SB2;END;
STA;SR83;SD66;IR83;ID83;SA4;SB3;END;
STA;SR103;SD71;IR103;ID87;SA9;SB1;END;
STA;SR123;SD454;IR123;ID95;SA2;SB0;END;
STA;SR143;SD33;IR143;ID135;SA13;SB0;END;
STA;SR163;SD33;IR163;ID218;SA0;SB0;END;
STA;SR177;SD25;IR177;ID328;SA3;SB2;END;
STA;SR157;SD33;IR157;ID178;SA1;SB0;END;
STA;SR137;SD45;IR137;ID133;SA11;SB2;END;
STA;SR117;SD48;IR117;ID58;SA0;SB0;END;
STA;SR97;SD66;IR97;ID93;SA10;SB3;END;
STA;SR77;SD38;IR77;ID108;SA6;SB1;END;
STA;SR57;SD30;IR57;ID45;SA0;SB0;END;
STA;SR37;SD83;IR37;ID23;SA2;SB2;END;
STA;SR17;SD129;IR17;ID115;SA15;SB5;END;
STA;SR4;SD33;IR4;ID136;SA2;SB2;END;
STA;SR24;SD78;IR24;ID31;SA16;SB11;END;
STA;SR44;SD25;IR44;ID24;SA0;SB1;END;
STA;SR64;SD33;IR64;ID57;SA1;SB1;END;
STA;SR84;SD73;IR84;ID77;SA3;SB2;END;
STA;SR104;SD71;IR104;ID82;SA3;SB0;END;
STA;SR124;SD38;IR124;ID97;SA12;SB2;END;
STA;SR144;SD33;IR144;ID153;SA0;SB2;END;
STA;SR164;SD33;IR164;ID275;SA6;SB3;END;
STA;SR176;SD25;IR176;ID419;SA0;SB0;END;
STA;SR156;SD33;IR156;ID193;SA6;SB4;END;
STA;SR136;SD27;IR136;ID133;SA0;SB0;END;
STA;SR116;SD73;IR116;ID72;SA10;SB4;END;
STA;SR96;SD68;IR96;ID92;SA0;SB0;END;
STA;SR76;SD35;IR76;ID104;SA0;SB0;END;
STA;SR56;SD22;IR56;ID44;SA1;SB4;END;
STA;SR36;SD434;IR36;ID23;SA1;SB4;END;
STA;SR16;SD134;IR16;ID151;SA1;SB2;END;
STA;SR5;SD30;IR5;ID146;SA0;SB0;END;
STA;SR25;SD27;IR25;ID30;SA11;SB1;END;
STA;SR45;SD35;IR45;ID29;SA7;SB2;END;
STA;SR65;SD38;IR65;ID57;SA3;SB2;END;
STA;SR85;SD66;IR85;ID73;SA5;SB4;END;
STA;SR105;SD71;IR105;ID85;SA8;SB0;END;
STA;SR125;SD20;IR125;ID91;SA3;SB1;END;
STA;SR145;SD33;IR145;ID169;SA0;SB0;END;
STA;SR165;SD15;IR165;ID157;SA4;SB2;END;
STA;SR175;SD25;IR175;ID218;SA2;SB2;END;
STA;SR155;SD38;IR155;ID166;SA3;SB2;END;
STA;SR135;SD27;IR135;ID133;SA0;SB0;END;
STA;SR115;SD60;IR115;ID85;SA0;SB2;END;
STA;SR95;SD66;IR95;ID95;SA0;SB0;END;
STA;SR75;SD35;IR75;ID96;SA0;SB2;END;
STA;SR55;SD25;IR55;ID40;SA3;SB3;END;
STA;SR35;SD73;IR35;ID24;SA0;SB1;END;
STA;SR15;SD134;IR15;ID145;SA2;SB2;END;
STA;SR6;SD35;IR6;ID139;SA0;SB0;END;
STA;SR26;SD127;IR26;ID28;SA9;SB1;END;
STA;SR46;SD22;IR46;ID34;SA8;SB0;END;
STA;SR66;SD35;IR66;ID62;SA5;SB1;END;
STA;SR86;SD68;IR86;ID83;SA0;SB0;END;
STA;SR106;SD241;IR106;ID83;SA7;SB2;END;
STA;SR126;SD474;IR126;ID94;SA5;SB3;END;
STA;SR146;SD30;IR146;ID140;SA0;SB0;END;
STA;SR166;SD38;IR166;ID245;SA6;SB2;END;
STA;SR174;SD27;IR174;ID237;SA12;SB1;END;
STA;SR154;SD30;IR154;ID133;SA3;SB1;END;
STA;SR134;SD25;IR134;ID111;SA11;SB2;END;
STA;SR114;SD71;IR114;ID78;SA0;SB2;END;
STA;SR94;SD66;IR94;ID90;SA11;SB1;END;
STA;SR74;SD20;IR74;ID77;SA3;SB3;END;
STA;SR54;SD25;IR54;ID41;SA5;SB0;END;
STA;SR34;SD134;IR34;ID24;SA0;SB0;END;
STA;SR14;SD129;IR14;ID146;SA5;SB1;END;
STA;SR7;SD129;IR7;ID143;SA4;SB0;END;
STA;SR27;SD10;IR27;ID26;SA5;SB1;END;
STA;SR47;SD12;IR47;ID34;SA4;SB1;END;
STA;SR67;SD38;IR67;ID59;SA2;SB1;END;
STA;SR87;SD66;IR87;ID85;SA0;SB0;END;
STA;SR107;SD66;IR107;ID90;SA10;SB4;END;
STA;SR127;SD50;IR127;ID95;SA0;SB1;END;
STA;SR147;SD33;IR147;ID146;SA10;SB1;END;
STA;SR167;SD93;IR167;ID264;SA12;SB0;END;
STA;SR173;SD25;IR173;ID328;SA2;SB3;END;
STA;SR153;SD27;IR153;ID139;SA1;SB1;END;
STA;SR133;SD30;IR133;ID100;SA13;SB1;END;
STA;SR113;SD457;IR113;ID67;SA1;SB2;END;
STA;SR93;SD66;IR93;ID93;SA13;SB2;END;
STA;SR73;SD35;IR73;ID78;SA2;SB4;END;
STA;SR53;SD22;IR53;ID39;SA3;SB0;END;
STA;SR33;SD132;IR33;ID24;SA1;SB1;END;
STA;SR13;SD109;IR13;ID146;SA0;SB0;END;
STA;SR8;SD22;IR8;ID139;SA0;SB0;END;
STA;SR28;SD121;IR28;ID29;SA0;SB0;END;
STA;SR48;SD22;IR48;ID35;SA0;SB0;END;
STA;SR68;SD35;IR68;ID65;SA0;SB2;END;
STA;SR88;SD66;IR88;ID96;SA4;SB1;END;
STA;SR108;SD78;IR108;ID82;SA4;SB2;END;
STA;SR128;SD520;IR128;ID103;SA0;SB0;END;
STA;SR148;SD20;IR148;ID104;SA3;SB2;END;
STA;SR168;SD33;IR168;ID275;SA0;SB2;END;
STA;SR172;SD220;IR172;ID293;SA4;SB1;END;
STA;SR152;SD30;IR152;ID193;SA3;SB0;END;
STA;SR132;SD71;IR132;ID98;SA1;SB3;END;
STA;SR112;SD88;IR112;ID87;SA0;SB0;END;
STA;SR92;SD66;IR92;ID94;SA3;SB4;END;
STA;SR72;SD43;IR72;ID72;SA1;SB1;END;
STA;SR52;SD20;IR52;ID37;SA3;SB1;END;
STA;SR32;SD114;IR32;ID25;SA5;SB0;END;
STA;SR12;SD25;IR12;ID146;SA10;SB1;END;
STA;SR9;SD45;IR9;ID143;SA4;SB3;END;
STA;SR29;SD137;IR29;ID27;SA1;SB3;END;
STA;SR49;SD22;IR49;ID39;SA3;SB0;END;
STA;SR69;SD35;IR69;ID66;SA0;SB1;END;
STA;SR89;SD66;IR89;ID106;SA1;SB3;END;
STA;SR109;SD73;IR109;ID92;SA2;SB1;END;
STA;SR129;SD518;IR129;ID97;SA0;SB0;END;
STA;SR149;SD12;IR149;ID161;SA6;SB3;END;
STA;SR169;SD38;IR169;ID328;SA0;SB0;END;
STA;SR171;SD414;IR171;ID275;SA3;SB2;END;
STA;SR151;SD27;IR151;ID119;SA0;SB1;END;
STA;SR131;SD30;IR131;ID87;SA4;SB1;END;
STA;SR111;SD485;IR111;ID80;SA2;SB0;END;
STA;SR91;SD66;IR91;ID97;SA7;SB0;END;
STA;SR71;SD48;IR71;ID68;SA4;SB3;END;
STA;SR51;SD22;IR51;ID43;SA0;SB0;END;
STA;SR31;SD63;IR31;ID26;SA1;SB1;END;
