STA;SR147;SD11;IR147;D350;SA0;SB0;CD0;END;
STA;SR167;SD11;IR167;ID408;SA0;SB0;CD0;END;
STA;SR173;SD11;IR173;ID413;SA0;SB0;CD0;END;
STA;SR153;SD11;IR153;ID376;SA0;SB0;CD0;END;
STA;SR133;SD12;IR133;ID277;SA2;SB0;CD0;END;
STA;SR113;SD11;IR113;ID61;SA0;SB0;CD0;END;
STA;SR93;SD11;IR93;ID126;SA0;SB0;CD0;END;
STA;SR73;SD11;IR73;ID119;SA0;SB0;CD0;END;
STA;SR53;SD12;IR53;ID126;SA1;SB0;CD0;END;
STA;SR33;SD13;IR33;ID130;SA0;SB0;CD0;END;
STA;SR13;SD11;IR13;ID150;SA0;SB0;CD0;END;
STA;SR8;SD11;IR8;ID162;SA0;SB0;CD0;END;
STA;SR28;SD11;IR28;ID139;SA0;SB0;CD0;END;
STA;SR48;SD11;IR48;ID107;SA0;SB0;CD0;END;
STA;SR68;SD11;IR68;ID111;SA0;SB0;CD0;END;
STA;SR88;SD11;IR88;ID130;SA0;SB0;CD0;END;
STA;SR108;SD13;IR108;ID135;SA0;SB0;CD0;END;
STA;SR128;SD11;IR128;ID237;SA0;SB0;CD0;END;
STA;SR148;SD11;IR148;ID355;SA0;SB0;CD0;END;
STA;SR168;SD11;IR168;ID410;SA0;SB0;CD0;END;
STA;SR172;SD13;IR172;ID414;SA0;SB0;CD0;END;
STA;SR152;SD11;IR152;ID373;SA0;SB0;CD0;END;
STA;SR132;SD18;IR132;ID265;SA0;SB0;CD0;END;
STA;SR112;SD11;IR112;ID61;SA0;SB0;CD0;END;
STA;SR92;SD12;IR92;ID129;SA0;SB0;CD0;END;
STA;SR72;SD19;IR72;ID114;SA0;SB0;CD0;END;
STA;SR52;SD11;IR52;ID110;SA0;SB0;CD0;END;
STA;SR32;SD11;IR32;ID132;SA0;SB0;CD0;END;
STA;SR12;SD16;IR12;ID152;SA0;SB0;CD0;END;
STA;SR9;SD13;IR9;ID154;SA0;SB0;CD0;END;
STA;SR29;SD11;IR29;ID135;SA0;SB0;CD0;END;
STA;SR49;SD11;IR49;ID106;SA0;SB0;CD0;END;
STA;SR69;SD11;IR69;ID114;SA0;SB0;CD0;END;
STA;SR89;SD12;IR89;ID129;SA0;SB0;CD0;END;
STA;SR109;SD19;IR109;ID143;SA0;SB0;CD0;END;
STA;SR129;SD16;IR129;ID246;SA0;SB0;CD0;END;
STA;SR149;SD12;IR149;ID358;SA0;SB0;CD0;END;
STA;SR169;SD11;IR169;ID410;SA0;SB0;CD0;END;
STA;SR171;SD11;IR171;ID414;SA0;SB0;CD0;END;
STA;SR151;SD19;IR151;ID366;SA0;SB0;CD0;END;
STA;SR131;SD11;IR131;ID261;SA0;SB0;CD0;END;
STA;SR111;SD11;IR111;ID137;SA0;SB0;CD0;END;
STA;SR91;SD11;IR91;ID131;SA0;SB0;CD0;END;
STA;SR71;SD11;IR71;ID114;SA0;SB0;CD0;END;
STA;SR51;SD13;IR51;ID106;SA0;SB0;CD0;END;
STA;SR31;SD14;IR31;ID133;SA0;SB0;CD0;END;
STA;SR11;SD13;IR11;ID150;SA0;SB0;CD0;END;
STA;SR10;SD11;IR10;ID151;SA0;SB0;CD0;END;
STA;SR30;SD11;IR30;ID155;SA0;SB0;CD0;END;
STA;SR50;SD18;IR50;ID107;SA0;SB0;CD0;END;
STA;SR70;SD14;IR70;ID114;SA0;SB0;CD0;END;
STA;SR90;SD13;IR90;ID126;SA0;SB0;CD0;END;
STA;SR110;SD11;IR110;ID157;SA5;SB0;CD0;END;
STA;SR130;SD13;IR130;ID252;SA0;SB0;CD0;END;
STA;SR150;SD11;IR150;ID364;SA0;SB0;CD0;END;
STA;SR170;SD12;IR170;ID412;SA0;SB0;CD0;END;
STA;SR150;SD19;IR150;ID365;SA0;SB0;CD0;END;
STA;SR130;SD19;IR130;ID258;SA11;SB0;CD0;END;
STA;SR110;SD13;IR110;ID150;SA0;SB0;CD0;END;
STA;SR90;SD11;IR90;ID130;SA0;SB0;CD0;END;
