STA;SR57;SD131;IR57;ID91;SA0;SB0;CD0;END;
STA;SR77;SD116;IR77;ID75;SA0;SB0;CD0;END;
STA;SR57;SD131;IR57;ID91;SA0;SB0;CD0;END;
STA;SR77;SD116;IR77;ID75;SA0;SB0;CD0;END;
STA;SR97;SD23;IR97;ID74;SA0;SB0;CD0;END;
STA;SR117;SD21;IR117;ID158;SA0;SB0;CD0;END;
STA;SR137;SD22;IR137;ID303;SA1;SB0;CD0;END;
STA;SR157;SD19;IR157;ID396;SA0;SB0;CD0;END;
STA;SR163;SD17;IR163;ID410;SA0;SB0;CD0;END;
STA;SR143;SD21;IR143;ID338;SA2;SB0;CD0;END;
STA;SR123;SD21;IR123;ID203;SA0;SB0;CD0;END;
STA;SR103;SD113;IR103;ID86;SA0;SB0;CD0;END;
STA;SR83;SD115;IR83;ID77;SA0;SB0;CD0;END;
STA;SR63;SD130;IR63;ID82;SA0;SB0;CD0;END;
STA;SR43;SD62;IR43;ID125;SA0;SB0;CD0;END;
STA;SR23;SD57;IR23;ID147;SA0;SB0;CD0;END;
STA;SR18;SD57;IR18;ID147;SA0;SB0;CD0;END;
STA;SR38;SD59;IR38;ID132;SA0;SB0;CD0;END;
STA;SR58;SD130;IR58;ID91;SA0;SB0;CD0;END;
STA;SR78;SD115;IR78;ID79;SA1;SB0;CD0;END;
STA;SR98;SD23;IR98;ID74;SA0;SB0;CD0;END;
STA;SR118;SD22;IR118;ID165;SA0;SB0;CD0;END;
STA;SR138;SD21;IR138;ID303;SA0;SB0;CD0;END;
STA;SR158;SD19;IR158;ID399;SA0;SB0;CD0;END;
STA;SR162;SD20;IR162;ID405;SA0;SB0;CD0;END;
STA;SR142;SD21;IR142;ID331;SA0;SB0;CD0;END;
STA;SR122;SD23;IR122;ID194;SA0;SB0;CD0;END;
STA;SR102;SD114;IR102;ID81;SA0;SB0;CD0;END;
STA;SR82;SD114;IR82;ID78;SA0;SB0;CD0;END;
STA;SR62;SD131;IR62;ID82;SA0;SB0;CD0;END;
STA;SR42;SD61;IR42;ID130;SA2;SB0;CD0;END;
STA;SR22;SD57;IR22;ID151;SA0;SB0;CD0;END;
STA;SR19;SD57;IR19;ID152;SA0;SB0;CD0;END;
STA;SR39;SD59;IR39;ID131;SA0;SB0;CD0;END;
STA;SR59;SD130;IR59;ID86;SA0;SB0;CD0;END;
STA;SR79;SD115;IR79;ID78;SA0;SB0;CD0;END;
STA;SR99;SD23;IR99;ID74;SA0;SB0;CD0;END;
STA;SR119;SD21;IR119;ID176;SA6;SB0;CD0;END;
STA;SR139;SD21;IR139;ID311;SA0;SB0;CD0;END;
STA;SR159;SD19;IR159;ID399;SA0;SB0;CD0;END;
STA;SR161;SD19;IR161;ID408;SA0;SB0;CD0;END;
STA;SR141;SD19;IR141;ID319;SA0;SB0;CD0;END;
STA;SR121;SD23;IR121;ID186;SA0;SB0;CD0;END;
STA;SR101;SD115;IR101;ID77;SA0;SB0;CD0;END;
STA;SR81;SD114;IR81;ID79;SA0;SB0;CD0;END;
STA;SR61;SD130;IR61;ID82;SA0;SB0;CD0;END;
STA;SR41;SD58;IR41;ID131;SA6;SB0;CD0;END;
STA;SR21;SD57;IR21;ID148;SA0;SB0;CD0;END;
STA;SR20;SD57;IR20;ID151;SA0;SB0;CD0;END;
STA;SR40;SD61;IR40;ID130;SA0;SB0;CD0;END;
STA;SR60;SD130;IR60;ID82;SA0;SB0;CD0;END;
STA;SR80;SD115;IR80;ID78;SA0;SB0;CD0;END;
STA;SR100;SD25;IR100;ID74;SA0;SB0;CD0;END;
STA;SR120;SD23;IR120;ID180;SA0;SB0;CD0;END;
STA;SR140;SD19;IR140;ID316;SA0;SB0;CD0;END;
STA;SR160;SD19;IR160;ID404;SA0;SB0;CD0;END;
STA;SR140;SD19;IR140;ID313;SA0;SB0;CD0;END;
STA;SR120;SD21;IR120;ID178;SA0;SB0;CD0;END;
STA;SR100;SD25;IR100;ID74;SA0;SB0;CD0;END;
STA;SR80;SD114;IR80;ID74;SA0;SB0;CD0;END;
STA;SR60;SD130;IR60;ID82;SA0;SB0;CD0;END;
STA;SR40;SD59;IR40;ID130;SA0;SB0;CD0;END;
STA;SR0;SD57;IR0;ID152;SA0;SB0;CD0;END;
STA;SR20;SD57;IR20;ID151;SA0;SB0;CD0;END;
STA;SR40;SD59;IR40;ID128;SA1;SB0;CD0;END;
STA;SR60;SD130;IR60;ID82;SA0;SB0;CD0;END;
STA;SR80;SD115;IR80;ID78;SA0;SB0;CD0;END;
STA;SR100;SD25;IR100;ID75;SA0;SB0;CD0;END;
STA;SR120;SD23;IR120;ID178;SA0;SB0;CD0;END;
STA;SR140;SD19;IR140;ID316;SA0;SB0;CD0;END;
STA;SR160;SD19;IR160;ID404;SA0;SB0;CD0;END;
STA;SR180;SD17;IR180;ID428;SA0;SB0;CD0;END;
STA;SR160;SD19;IR160;ID402;SA0;SB0;CD0;END;
STA;SR140;SD19;IR140;ID319;SA4;SB0;CD0;END;
STA;SR120;SD21;IR120;ID178;SA0;SB0;CD0;END;
STA;SR100;SD25;IR100;ID74;SA0;SB0;CD0;END;
STA;SR80;SD115;IR80;ID83;SA1;SB0;CD0;END;
STA;SR60;SD130;IR60;ID83;SA0;SB0;CD0;END;
STA;SR40;SD60;IR40;ID125;SA0;SB0;CD0;END;
STA;SR20;SD57;IR20;ID151;SA0;SB0;CD0;END;
STA;SR1;SD58;IR1;ID151;SA5;SB0;CD0;END;
STA;SR21;SD57;IR21;ID151;SA0;SB0;CD0;END;
STA;SR41;SD59;IR41;ID126;SA0;SB0;CD0;END;
STA;SR61;SD130;IR61;ID81;SA0;SB0;CD0;END;
STA;SR81;SD115;IR81;ID79;SA0;SB0;CD0;END;
STA;SR101;SD115;IR101;ID79;SA0;SB0;CD0;END;
STA;SR121;SD23;IR121;ID190;SA2;SB0;CD0;END;
STA;SR141;SD19;IR141;ID323;SA0;SB0;CD0;END;
STA;SR161;SD19;IR161;ID406;SA0;SB0;CD0;END;
STA;SR179;SD18;IR179;ID426;SA0;SB0;CD0;END;
STA;SR159;SD19;IR159;ID400;SA0;SB7;CD0;END;
STA;SR139;SD21;IR139;ID311;SA0;SB0;CD0;END;
STA;SR119;SD22;IR119;ID171;SA0;SB0;CD0;END;
STA;SR99;SD23;IR99;ID79;SA4;SB0;CD0;END;
STA;SR79;SD114;IR79;ID74;SA0;SB0;CD0;END;
STA;SR59;SD131;IR59;ID85;SA0;SB0;CD0;END;
STA;SR39;SD59;IR39;ID130;SA0;SB0;CD0;END;
STA;SR19;SD57;IR19;ID150;SA0;SB0;CD0;END;
STA;SR2;SD58;IR2;ID171;SA0;SB0;CD0;END;
STA;SR22;SD57;IR22;ID148;SA0;SB0;CD0;END;
STA;SR42;SD61;IR42;ID127;SA0;SB0;CD0;END;
