STA;SR177;SD37;IR177;ID241;SA262;SB0;CD104;TI18734;NO46;RL1;RR2;END;
STA;SR157;SD39;IR157;ID199;SA209;SB0;CD107;TI19142;NO47;RL1;RR1;END;
STA;SR137;SD154;IR137;ID116;SA210;SB0;CD109;TI19549;NO48;RL1;RR1;END;
STA;SR117;SD152;IR117;ID49;SA256;SB49;CD110;TI19956;NO49;RL1;RR1;END;
STA;SR97;SD152;IR97;ID17;SA251;SB0;CD119;TI20363;NO50;RL2;RR1;END;
STA;SR77;SD85;IR77;ID56;SA234;SB0;CD114;TI20770;NO51;RL1;RR2;END;
STA;SR57;SD85;IR57;ID135;SA238;SB8;CD124;TI21177;NO52;RL1;RR1;END;
STA;SR37;SD41;IR37;ID191;SA292;SB0;CD106;TI21584;NO53;RL1;RR1;END;
STA;SR17;SD42;IR17;ID213;SA312;SB0;CD111;TI21991;NO54;RL1;RR1;END;
STA;SR4;SD41;IR4;ID214;SA313;SB0;CD111;TI22398;NO55;RL1;RR1;END;
STA;SR24;SD41;IR24;ID214;SA342;SB0;CD123;TI22806;NO56;RL1;RR1;END;
STA;SR44;SD41;IR44;ID174;SA324;SB0;CD111;TI23214;NO57;RL1;RR2;END;
STA;SR64;SD77;IR64;ID123;SA241;SB20;CD116;TI23621;NO58;RL2;RR1;END;
STA;SR84;SD76;IR84;ID48;SA202;SB0;CD117;TI24028;NO59;RL1;RR1;END;
STA;SR104;SD140;IR104;ID50;SA206;SB4;CD125;TI24435;NO60;RL1;RR1;END;
STA;SR124;SD138;IR124;ID112;SA243;SB0;CD114;TI24842;NO61;RL1;RR1;END;
STA;SR144;SD138;IR144;ID133;SA261;SB0;CD109;TI25249;NO62;RL1;RR1;END;
STA;SR164;SD496;IR164;ID215;SA275;SB0;CD115;TI25656;NO63;RL2;RR2;END;
STA;SR176;SD39;IR176;ID238;SA271;SB0;CD109;TI26063;NO64;RL1;RR1;END;
STA;SR156;SD503;IR156;ID147;SA255;SB0;CD105;TI26470;NO65;RL1;RR1;END;
STA;SR136;SD133;IR136;ID103;SA246;SB10;CD110;TI26877;NO66;RL1;RR1;END;
STA;SR116;SD131;IR116;ID58;SA241;SB0;CD100;TI27286;NO67;RL1;RR1;END;
STA;SR96;SD331;IR96;ID25;SA231;SB1;CD113;TI27694;NO68;RL1;RR1;END;
STA;SR76;SD131;IR76;ID41;SA250;SB0;CD115;TI28101;NO69;RL1;RR0;END;
STA;SR56;SD67;IR56;ID66;SA239;SB0;CD123;TI28508;NO70;RL1;RR0;END;
STA;SR36;SD41;IR36;ID174;SA264;SB12;CD121;TI28915;NO71;RL0;RR0;END;
STA;SR16;SD39;IR16;ID218;SA331;SB0;CD120;TI29322;NO72;RL1;RR1;END;
STA;SR5;SD39;IR5;ID236;SA350;SB0;CD121;TI29729;NO73;RL1;RR2;END;
STA;SR25;SD39;IR25;ID198;SA335;SB0;CD129;TI30136;NO74;RL2;RR1;END;
STA;SR45;SD63;IR45;ID123;SA258;SB13;CD111;TI30543;NO75;RL1;RR1;END;
STA;SR65;SD127;IR65;ID43;SA235;SB12;CD111;TI30950;NO76;RL1;RR1;END;
STA;SR85;SD128;IR85;ID17;SA234;SB0;CD114;TI31357;NO77;RL1;RR1;END;
STA;SR105;SD85;IR105;ID41;SA238;SB15;CD122;TI31765;NO78;RL1;RR1;END;
STA;SR125;SD121;IR125;ID93;SA247;SB15;CD117;TI32174;NO79;RL1;RR1;END;
STA;SR145;SD47;IR145;ID139;SA298;SB0;CD124;TI32582;NO80;RL2;RR1;END;
STA;SR165;SD45;IR165;ID245;SA317;SB0;CD109;TI32989;NO81;RL1;RR2;END;
STA;SR175;SD36;IR175;ID236;SA292;SB13;CD118;TI33396;NO82;RL1;RR1;END;
STA;SR155;SD421;IR155;ID143;SA247;SB1;CD108;TI33803;NO83;RL1;RR1;END;
STA;SR135;SD115;IR135;ID179;SA291;SB0;CD120;TI34210;NO84;RL1;RR1;END;
STA;SR115;SD77;IR115;ID118;SA279;SB1;CD122;TI34617;NO85;RL1;RR2;END;
STA;SR95;SD112;IR95;ID10;SA253;SB0;CD123;TI35024;NO86;RL2;RR1;END;
STA;SR75;SD111;IR75;ID2;SA228;SB0;CD110;TI35431;NO87;RL1;RR1;END;
STA;SR55;SD111;IR55;ID82;SA274;SB3;CD118;TI35838;NO88;RL1;RR1;END;
STA;SR35;SD46;IR35;ID163;SA291;SB0;CD116;TI36246;NO89;RL1;RR2;END;
STA;SR15;SD43;IR15;ID212;SA289;SB0;CD110;TI36654;NO90;RL2;RR1;END;
STA;SR6;SD43;IR6;ID206;SA281;SB1;CD122;TI37061;NO91;RL1;RR1;END;
STA;SR26;SD44;IR26;ID183;SA291;SB0;CD114;TI37468;NO92;RL1;RR2;END;
STA;SR46;SD52;IR46;ID77;SA257;SB0;CD121;TI37875;NO93;RL2;RR1;END;
STA;SR66;SD103;IR66;ID66;SA225;SB0;CD122;TI38282;NO94;RL1;RR2;END;
STA;SR86;SD103;IR86;ID26;SA223;SB0;CD116;TI38689;NO95;RL1;RR1;END;
STA;SR106;SD99;IR106;ID82;SA270;SB0;CD117;TI39096;NO96;RL2;RR1;END;
STA;SR126;SD61;IR126;ID151;SA296;SB0;CD111;TI39503;NO97;RL1;RR1;END;
STA;SR146;SD256;IR146;ID241;SA293;SB12;CD121;TI39910;NO98;RL1;RR2;END;
STA;SR166;SD40;IR166;ID202;SA311;SB9;CD114;TI40317;NO99;RL1;RR1;END;
STA;SR174;SD37;IR174;ID190;SA329;SB0;CD121;TI40726;NO100;RL1;RR1;END;
STA;SR154;SD41;IR154;ID235;SA321;SB0;CD110;TI41134;NO101;RL2;RR1;END;
STA;SR134;SD55;IR134;ID166;SA260;SB0;CD107;TI41542;NO102;RL1;RR1;END;
STA;SR114;SD57;IR114;ID136;SA265;SB1;CD114;TI41949;NO103;RL1;RR1;END;
STA;SR94;SD91;IR94;ID42;SA263;SB0;CD115;TI42356;NO104;RL1;RR2;END;
STA;SR74;SD91;IR74;ID54;SA269;SB10;CD110;TI42763;NO105;RL1;RR1;END;
STA;SR54;SD91;IR54;ID95;SA256;SB0;CD103;TI43170;NO106;RL1;RR1;END;
STA;SR34;SD47;IR34;ID79;SA275;SB0;CD122;TI43577;NO107;RL2;RR1;END;
STA;SR14;SD45;IR14;ID191;SA314;SB14;CD104;TI43984;NO108;RL1;RR2;END;
STA;SR7;SD45;IR7;ID195;SA290;SB5;CD113;TI44391;NO109;RL1;RR1;END;
STA;SR27;SD47;IR27;ID46;SA195;SB3;CD113;TI44798;NO110;RL1;RR1;END;
STA;SR47;SD85;IR47;ID99;SA234;SB0;CD112;TI45206;NO111;RL1;RR1;END;
STA;SR67;SD85;IR67;ID71;SA252;SB2;CD109;TI45614;NO112;RL1;RR1;END;
STA;SR87;SD275;IR87;ID25;SA241;SB0;CD126;TI46021;NO113;RL2;RR2;END;
STA;SR107;SD77;IR107;ID78;SA222;SB0;CD128;TI46428;NO114;RL1;RR1;END;
STA;SR127;SD75;IR127;ID166;SA271;SB0;CD117;TI46835;NO115;RL1;RR1;END;
STA;SR147;SD41;IR147;ID214;SA293;SB21;CD128;TI47242;NO116;RL2;RR2;END;
STA;SR167;SD40;IR167;ID277;SA333;SB0;CD132;TI47649;NO117;RL1;RR1;END;
STA;SR173;SD40;IR173;ID271;SA315;SB0;CD138;TI48056;NO118;RL1;RR1;END;
STA;SR153;SD39;IR153;ID214;SA297;SB0;CD139;TI48463;NO119;RL1;RR2;END;
STA;SR133;SD68;IR133;ID171;SA270;SB0;CD138;TI48870;NO120;RL2;RR1;END;
STA;SR113;SD69;IR113;ID78;SA252;SB4;CD142;TI49277;NO121;RL1;RR1;END;
STA;SR93;SD263;IR93;ID34;SA240;SB0;CD127;TI49686;NO122;RL1;RR2;END;
STA;SR73;SD265;IR73;ID57;SA279;SB28;CD138;TI50094;NO123;RL2;RR1;END;
STA;SR53;SD73;IR53;ID135;SA288;SB4;CD137;TI50502;NO124;RL1;RR2;END;
STA;SR33;SD53;IR33;ID90;SA248;SB2;CD132;TI50909;NO125;RL1;RR1;END;
STA;SR13;SD49;IR13;ID27;SA228;SB14;CD140;TI51316;NO126;RL1;RR1;END;
STA;SR8;SD51;IR8;ID2;SA227;SB16;CD137;TI51723;NO127;RL2;RR2;END;
STA;SR28;SD52;IR28;ID57;SA265;SB1;CD124;TI52130;NO128;RL1;RR1;END;
STA;SR48;SD67;IR48;ID149;SA289;SB8;CD130;TI52537;NO129;RL1;RR2;END;
STA;SR68;SD67;IR68;ID94;SA267;SB0;CD118;TI52944;NO130;RL2;RR1;END;
STA;SR88;SD242;IR88;ID151;SA260;SB0;CD128;TI53351;NO131;RL1;RR1;END;
STA;SR108;SD61;IR108;ID81;SA227;SB19;CD116;TI53760;NO132;RL1;RR2;END;
STA;SR128;SD55;IR128;ID130;SA246;SB0;CD125;TI54168;NO133;RL2;RR1;END;
STA;SR148;SD53;IR148;ID202;SA280;SB13;CD129;TI54576;NO134;RL1;RR1;END;
STA;SR168;SD33;IR168;ID257;SA330;SB19;CD120;TI54984;NO135;RL1;RR2;END;
STA;SR172;SD33;IR172;ID262;SA277;SB7;CD109;TI55392;NO136;RL2;RR1;END;
STA;SR152;SD51;IR152;ID210;SA280;SB0;CD127;TI55799;NO137;RL1;RR1;END;
STA;SR132;SD51;IR132;ID143;SA275;SB0;CD112;TI56206;NO138;RL1;RR2;END;
STA;SR112;SD239;IR112;ID2;SA228;SB0;CD109;TI56613;NO139;RL2;RR1;END;
STA;SR92;SD240;IR92;ID16;SA213;SB1;CD125;TI57020;NO140;RL1;RR1;END;
STA;SR72;SD59;IR72;ID83;SA216;SB5;CD110;TI57428;NO141;RL1;RR2;END;
STA;SR52;SD55;IR52;ID139;SA282;SB0;CD115;TI57836;NO142;RL2;RR1;END;
STA;SR32;SD49;IR32;ID139;SA263;SB0;CD118;TI58243;NO143;RL1;RR1;END;
STA;SR12;SD49;IR12;ID8;SA243;SB0;CD108;TI58650;NO144;RL1;RR2;END;
STA;SR9;SD49;IR9;ID18;SA208;SB0;CD115;TI59057;NO145;RL2;RR1;END;
STA;SR29;SD49;IR29;ID143;SA259;SB11;CD112;TI59464;NO146;RL1;RR1;END;
STA;SR49;SD53;IR49;ID151;SA285;SB0;CD109;TI59871;NO147;RL1;RR2;END;
STA;SR69;SD116;IR69;ID98;SA227;SB0;CD110;TI60278;NO148;RL2;RR1;END;
STA;SR89;SD113;IR89;ID171;SA238;SB0;CD112;TI60685;NO149;RL1;RR1;END;
STA;SR109;SD225;IR109;ID46;SA231;SB12;CD108;TI61092;NO150;RL1;RR2;END;
STA;SR129;SD226;IR129;ID127;SA306;SB0;CD108;TI61499;NO151;RL1;RR1;END;
STA;SR149;SD136;IR149;ID201;SA294;SB26;CD99;TI61906;NO152;RL2;RR1;END;
STA;SR169;SD35;IR169;ID207;SA316;SB0;CD115;TI62315;NO153;RL1;RR1;END;
STA;SR171;SD35;IR171;ID207;SA294;SB21;CD111;TI62723;NO154;RL1;RR2;END;
STA;SR151;SD254;IR151;ID203;SA268;SB1;CD111;TI63131;NO155;RL2;RR1;END;
STA;SR131;SD71;IR131;ID144;SA252;SB0;CD91;TI63538;NO156;RL1;RR2;END;
STA;SR111;SD215;IR111;ID30;SA237;SB0;CD121;TI63945;NO157;RL2;RR1;END;
STA;SR91;SD101;IR91;ID34;SA267;SB0;CD114;TI64352;NO158;RL1;RR1;END;
STA;SR71;SD99;IR71;ID91;SA268;SB9;CD113;TI64759;NO159;RL2;RR2;END;
STA;SR51;SD250;IR51;ID147;SA265;SB16;CD123;TI65166;NO160;RL1;RR1;END;
STA;SR31;SD44;IR31;ID200;SA275;SB0;CD110;TI65573;NO161;RL1;RR1;END;
STA;SR11;SD43;IR11;ID310;SA338;SB0;CD131;TI65980;NO162;RL1;RR1;END;
STA;SR10;SD43;IR10;ID245;SA281;SB1;CD133;TI66388;NO163;RL2;RR2;END;
STA;SR30;SD43;IR30;ID188;SA286;SB7;CD116;TI66796;NO164;RL1;RR1;END;
STA;SR50;SD247;IR50;ID143;SA237;SB0;CD118;TI67203;NO165;RL2;RR1;END;
STA;SR70;SD91;IR70;ID79;SA210;SB3;CD136;TI67611;NO166;RL1;RR2;END;
STA;SR90;SD202;IR90;ID40;SA198;SB2;CD121;TI68018;NO167;RL1;RR1;END;
STA;SR110;SD199;IR110;ID33;SA234;SB0;CD128;TI68425;NO168;RL2;RR1;END;
STA;SR130;SD204;IR130;ID147;SA212;SB0;CD122;TI68832;NO169;RL1;RR2;END;
STA;SR150;SD275;IR150;ID213;SA243;SB0;CD125;TI69239;NO170;RL2;RR1;END;
STA;SR170;SD35;IR170;ID253;SA322;SB0;CD133;TI69646;NO171;RL1;RR2;END;
STA;SR150;SD232;IR150;ID224;SA312;SB12;CD136;TI70053;NO172;RL2;RR1;END;
STA;SR130;SD198;IR130;ID143;SA214;SB4;CD126;TI70462;NO173;RL1;RR1;END;
STA;SR110;SD192;IR110;ID62;SA242;SB0;CD122;TI70871;NO174;RL1;RR1;END;
STA;SR90;SD190;IR90;ID44;SA304;SB12;CD134;TI71279;NO175;RL2;RR2;END;
STA;SR70;SD79;IR70;ID74;SA261;SB0;CD129;TI71686;NO176;RL1;RR1;END;
STA;SR50;SD79;IR50;ID136;SA259;SB0;CD129;TI72093;NO177;RL1;RR1;END;
STA;SR30;SD43;IR30;ID181;SA315;SB0;CD142;TI72500;NO178;RL2;RR2;END;
STA;SR11;SD43;IR11;ID206;SA321;SB4;CD124;TI72907;NO179;RL1;RR1;END;
STA;SR31;SD43;IR31;ID188;SA238;SB0;CD137;TI73314;NO180;RL1;RR1;END;
STA;SR51;SD73;IR51;ID130;SA258;SB0;CD124;TI73721;NO181;RL2;RR2;END;
STA;SR71;SD73;IR71;ID62;SA262;SB0;CD126;TI74128;NO182;RL1;RR1;END;
STA;SR91;SD178;IR91;ID44;SA221;SB0;CD140;TI74535;NO183;RL1;RR1;END;
STA;SR111;SD178;IR111;ID94;SA212;SB6;CD130;TI74943;NO184;RL2;RR1;END;
STA;SR131;SD216;IR131;ID171;SA250;SB18;CD125;TI75352;NO185;RL1;RR2;END;
STA;SR151;SD35;IR151;ID240;SA338;SB14;CD140;TI75760;NO186;RL1;RR1;END;
STA;SR169;SD33;IR169;ID262;SA314;SB0;CD127;TI76167;NO187;RL2;RR2;END;
STA;SR149;SD35;IR149;ID245;SA294;SB14;CD137;TI76574;NO188;RL1;RR1;END;
STA;SR129;SD210;IR129;ID155;SA261;SB13;CD135;TI76981;NO189;RL1;RR1;END;
STA;SR109;SD168;IR109;ID58;SA255;SB0;CD139;TI77389;NO190;RL2;RR2;END;
STA;SR89;SD167;IR89;ID52;SA218;SB0;CD134;TI77796;NO191;RL1;RR1;END;
STA;SR69;SD164;IR69;ID70;SA248;SB0;CD136;TI78203;NO192;RL1;RR1;END;
STA;SR49;SD63;IR49;ID136;SA290;SB0;CD134;TI78612;NO193;RL2;RR2;END;
STA;SR29;SD45;IR29;ID177;SA255;SB15;CD142;TI79020;NO194;RL1;RR1;END;
STA;SR12;SD45;IR12;ID199;SA304;SB10;CD132;TI79428;NO195;RL1;RR2;END;
STA;SR32;SD45;IR32;ID185;SA287;SB0;CD147;TI79835;NO196;RL2;RR1;END;
STA;SR52;SD59;IR52;ID131;SA282;SB0;CD134;TI80242;NO197;RL1;RR2;END;
STA;SR72;SD160;IR72;ID75;SA228;SB0;CD137;TI80649;NO198;RL1;RR1;END;
STA;SR92;SD156;IR92;ID56;SA208;SB0;CD113;TI81056;NO199;RL2;RR1;END;
STA;SR112;SD154;IR112;ID10;SA228;SB0;CD126;TI81463;NO200;RL1;RR1;END;
STA;SR132;SD178;IR132;ID156;SA270;SB9;CD123;TI81870;NO201;RL1;RR2;END;
STA;SR152;SD195;IR152;ID227;SA294;SB0;CD120;TI82277;NO202;RL1;RR1;END;
STA;SR168;SD33;IR168;ID263;SA317;SB5;CD110;TI82684;NO203;RL2;RR1;END;
STA;SR148;SD176;IR148;ID211;SA311;SB0;CD120;TI83093;NO204;RL1;RR2;END;
STA;SR128;SD148;IR128;ID136;SA288;SB0;CD123;TI83502;NO205;RL2;RR1;END;
STA;SR108;SD146;IR108;ID76;SA247;SB0;CD104;TI83910;NO206;RL1;RR2;END;
STA;SR88;SD144;IR88;ID63;SA252;SB0;CD116;TI84317;NO207;RL1;RR1;END;
STA;SR68;SD171;IR68;ID91;SA254;SB0;CD131;TI84724;NO208;RL1;RR1;END;
STA;SR48;SD47;IR48;ID156;SA258;SB26;CD126;TI85131;NO209;RL2;RR1;END;
STA;SR28;SD45;IR28;ID187;SA305;SB0;CD122;TI85538;NO210;RL1;RR2;END;
STA;SR13;SD45;IR13;ID199;SA310;SB0;CD121;TI85945;NO211;RL1;RR1;END;
STA;SR33;SD45;IR33;ID187;SA322;SB0;CD111;TI86352;NO212;RL2;RR2;END;
STA;SR53;SD49;IR53;ID139;SA284;SB0;CD124;TI86759;NO213;RL1;RR1;END;
STA;SR73;SD137;IR73;ID78;SA196;SB0;CD128;TI87166;NO214;RL1;RR1;END;
STA;SR93;SD134;IR93;ID62;SA207;SB0;CD122;TI87575;NO215;RL2;RR1;END;
STA;SR113;SD132;IR113;ID102;SA256;SB15;CD117;TI87982;NO216;RL1;RR2;END;
STA;SR133;SD136;IR133;ID147;SA231;SB1;CD121;TI88390;NO217;RL1;RR1;END;
STA;SR153;SD182;IR153;ID217;SA265;SB32;CD116;TI88797;NO218;RL2;RR2;END;
STA;SR167;SD33;IR167;ID249;SA319;SB2;CD119;TI89205;NO219;RL1;RR1;END;
STA;SR147;SD181;IR147;ID205;SA290;SB0;CD113;TI89612;NO220;RL1;RR2;END;
STA;SR127;SD126;IR127;ID122;SA248;SB0;CD112;TI90020;NO221;RL2;RR1;END;
STA;SR107;SD123;IR107;ID66;SA256;SB0;CD109;TI90427;NO222;RL1;RR1;END;
STA;SR87;SD122;IR87;ID80;SA218;SB14;CD116;TI90834;NO223;RL2;RR2;END;
STA;SR67;SD132;IR67;ID102;SA255;SB7;CD120;TI91243;NO224;RL1;RR1;END;
STA;SR47;SD45;IR47;ID163;SA295;SB4;CD115;TI91651;NO225;RL1;RR1;END;
STA;SR27;SD43;IR27;ID201;SA302;SB0;CD107;TI92058;NO226;RL2;RR2;END;
STA;SR14;SD41;IR14;ID214;SA336;SB0;CD125;TI92465;NO227;RL1;RR1;END;
STA;SR34;SD43;IR34;ID198;SA304;SB5;CD118;TI92872;NO228;RL1;RR1;END;
STA;SR54;SD130;IR54;ID139;SA257;SB18;CD122;TI93279;NO229;RL2;RR2;END;
STA;SR74;SD122;IR74;ID159;SA272;SB0;CD112;TI93686;NO230;RL1;RR1;END;
STA;SR94;SD110;IR94;ID92;SA312;SB13;CD123;TI94093;NO231;RL2;RR1;END;
STA;SR114;SD109;IR114;ID122;SA248;SB19;CD119;TI94500;NO232;RL1;RR2;END;
STA;SR134;SD117;IR134;ID155;SA255;SB0;CD113;TI94908;NO233;RL1;RR1;END;
STA;SR154;SD38;IR154;ID220;SA295;SB3;CD120;TI95316;NO234;RL2;RR1;END;
STA;SR166;SD35;IR166;ID245;SA298;SB0;CD113;TI95725;NO235;RL1;RR2;END;
STA;SR146;SD113;IR146;ID209;SA312;SB0;CD112;TI96133;NO236;RL2;RR1;END;
STA;SR126;SD102;IR126;ID130;SA267;SB4;CD122;TI96541;NO237;RL1;RR1;END;
STA;SR106;SD101;IR106;ID87;SA231;SB0;CD111;TI96948;NO238;RL1;RR2;END;
STA;SR86;SD99;IR86;ID104;SA233;SB0;CD112;TI97355;NO239;RL2;RR1;END;
STA;SR66;SD101;IR66;ID114;SA303;SB11;CD107;TI97762;NO240;RL1;RR1;END;
STA;SR46;SD109;IR46;ID143;SA300;SB0;CD115;TI98169;NO241;RL2;RR2;END;
STA;SR26;SD42;IR26;ID197;SA298;SB0;CD121;TI98576;NO242;RL1;RR1;END;
STA;SR15;SD41;IR15;ID206;SA291;SB19;CD125;TI98983;NO243;RL1;RR1;END;
STA;SR35;SD42;IR35;ID177;SA289;SB20;CD120;TI99392;NO244;RL2;RR2;END;
STA;SR55;SD103;IR55;ID110;SA233;SB0;CD113;TI99801;NO245;RL1;RR1;END;
STA;SR75;SD89;IR75;ID103;SA244;SB0;CD115;TI100209;NO246;RL2;RR2;END;
STA;SR95;SD87;IR95;ID97;SA239;SB17;CD129;TI100616;NO247;RL1;RR1;END;
STA;SR115;SD87;IR115;ID57;SA240;SB9;CD123;TI101023;NO248;RL1;RR1;END;
STA;SR135;SD93;IR135;ID182;SA290;SB0;CD114;TI101430;NO249;RL2;RR1;END;
STA;SR155;SD36;IR155;ID244;SA324;SB18;CD128;TI101838;NO250;RL1;RR2;END;
STA;SR165;SD34;IR165;ID262;SA356;SB7;CD137;TI102246;NO251;RL2;RR1;END;
STA;SR145;SD91;IR145;ID231;SA288;SB0;CD132;TI102654;NO252;RL1;RR1;END;
STA;SR125;SD89;IR125;ID155;SA240;SB0;CD128;TI103063;NO253;RL1;RR2;END;
STA;SR105;SD77;IR105;ID114;SA267;SB0;CD132;TI103471;NO254;RL2;RR1;END;
STA;SR85;SD76;IR85;ID121;SA285;SB0;CD132;TI103878;NO255;RL1;RR2;END;
STA;SR65;SD75;IR65;ID114;SA250;SB0;CD144;TI104285;NO256;RL2;RR1;END;
STA;SR45;SD89;IR45;ID130;SA253;SB0;CD140;TI104692;NO257;RL1;RR1;END;
STA;SR25;SD46;IR25;ID178;SA301;SB0;CD128;TI105099;NO258;RL1;RR2;END;
STA;SR16;SD43;IR16;ID191;SA270;SB0;CD146;TI105506;NO259;RL1;RR1;END;
STA;SR36;SD87;IR36;ID150;SA235;SB16;CD143;TI105913;NO260;RL2;RR1;END;
STA;SR56;SD85;IR56;ID95;SA227;SB0;CD145;TI106320;NO261;RL1;RR2;END;
STA;SR76;SD67;IR76;ID132;SA240;SB0;CD143;TI106727;NO262;RL1;RR1;END;
STA;SR96;SD65;IR96;ID132;SA231;SB0;CD141;TI107136;NO263;RL2;RR1;END;
STA;SR116;SD65;IR116;ID168;SA259;SB16;CD148;TI107544;NO264;RL1;RR2;END;
STA;SR136;SD71;IR136;ID203;SA289;SB0;CD134;TI107952;NO265;RL1;RR1;END;
STA;SR156;SD32;IR156;ID267;SA324;SB14;CD127;TI108360;NO266;RL2;RR2;END;
STA;SR164;SD31;IR164;ID282;SA304;SB23;CD135;TI108768;NO267;RL1;RR1;END;
STA;SR144;SD69;IR144;ID231;SA297;SB0;CD131;TI109176;NO268;RL1;RR1;END;
STA;SR124;SD57;IR124;ID135;SA268;SB0;CD124;TI109583;NO269;RL2;RR2;END;
STA;SR104;SD55;IR104;ID160;SA299;SB5;CD121;TI109990;NO270;RL1;RR1;END;
STA;SR84;SD53;IR84;ID172;SA273;SB1;CD131;TI110399;NO271;RL1;RR1;END;
STA;SR64;SD55;IR64;ID148;SA302;SB0;CD135;TI110808;NO272;RL1;RR2;END;
